file;xml_id;form;sigle;pos_prior;grund;vers;kontext
DIO.tei.xml;DIO_7609_4;fro;DIO;;mehrdeutig: auch lemma_7250;9;die tochter antwurt ir also / muotter ich wird niemer **fro** / von ym ich libes lust nit enhan
DIO.tei.xml;DIO_9316_5;fro;DIO;;mehrdeutig: auch lemma_7250;16;die gabent in ein antwurt so / wir dry wöllent üch machen **fro** / wellent ir vns geben darummb guot
DIO.tei.xml;DIO_9502_7;fro;DIO;;mehrdeutig: auch lemma_7250;2;der erste ritter antwurt also / er sprach ich hoff ich mach üch **fro** / gar nach üwers hertzen gir
DIO.tei.xml;DIO_9524_6;fro;DIO;;mehrdeutig: auch lemma_7250;24;zuo dem dritten gieng ez ouch also / do wart der keiser erst recht **fro** / zuo dem vierden waz ez allez slecht
DIO.tei.xml;DIO_9732_5;fro;DIO;;mehrdeutig: auch lemma_7250;32;vnd sprachent zuo ym also / wir mögent nv niemer werden **fro** / vnser aller kindes kint
DIO.tei.xml;DIO_10542_4;fro;DIO;;mehrdeutig: auch lemma_7250;42;der keiser antwurt im also / meister ir sollent wesen **fro** / ir hant mit üwer rede erworben
DIO.tei.xml;DIO_11209_5;fro;DIO;;mehrdeutig: auch lemma_7250;9;die andern sprachent ouch also / dez wurdent die burger harte **fro** / glich als üwer meister sint
DIO.tei.xml;DIO_12643_6;fro;DIO;;mehrdeutig: auch lemma_7250;43;gesegnot er sin swester do / die hatt er gemacht geil vnd **fro** / do mit er enweg gie
DIO.tei.xml;DIO_12821_5;fro;DIO;;mehrdeutig: auch lemma_7250;21;vrlovp nam der meister do / vnd schiet enweg mit fröuden **fro** / do die keiserin das befant
DIO.tei.xml;DIO_13411_6;fro;DIO;;mehrdeutig: auch lemma_7250;11;nu fuogt ez sich eins tages also / das der küng was geil vnd **fro** / vnd wolt ryten jagen
DIO.tei.xml;DIO_13417_4;fro;DIO;;mehrdeutig: auch lemma_7250;17;der marschalk bereit sich do / vnd was des rytens **fro** / vnd als sy geiagten den gantzen tag
DIO.tei.xml;DIO_13631_4;fro;DIO;;mehrdeutig: auch lemma_7250;31;macht er sich vnd sprach also / frovwe ir sollent wesen **fro** / vnd tuont üch köstlichen an
DIO.tei.xml;DIO_14221_5;fro;DIO;;mehrdeutig: auch lemma_7250;21;der keiser antwurt ir also / ja so werde ich niemer **fro** / der ritter was ein rechter schalk
DIO.tei.xml;DIO_14817_7;fro;DIO;;mehrdeutig: auch lemma_7250;17;das er sich wermet ettwo / er sach ein liecht do wart er **fro** / das bran in dem huettelin
DIO.tei.xml;DIO_15431_5;fro;DIO;;mehrdeutig: auch lemma_7250;31;die frovwe erschrak vnd sprach also / o ritter guot bis fröuden **fro** / ich wil dir wol getruwen
DIO.tei.xml;DIO_15639_4;fro;DIO;;mehrdeutig: auch lemma_7250;39;man seit dem keiser do / herre ir sollent wesen **fro** / vwer svn kvmpt daher gan
DIO.tei.xml;DIO_16130_6;fro;DIO;;mehrdeutig: auch lemma_7250;30;vnd uber das alles nam er do / vatter vnd muoter vnd macht sy **fro** / vnd hat sy by jme ir leben
DIO.tei.xml;DIO_16240_5;fro;DIO;;mehrdeutig: auch lemma_7250;40;er kam snelle vnd liesz ym lingen / sin fründe wurdent in hertzen **fro** / siner zuokuonfft frouweten si sich do
DIO.tei.xml;DIO_16629_6;fro;DIO;;mehrdeutig: auch lemma_7250;29;herre es fueget sich eins mals also / merkent ir mich des were ich **fro** / das der rappe der man
DIO.tei.xml;DIO_17624_5;fro;DIO;;mehrdeutig: auch lemma_7250;24;vnd wart ein stette liebe aldo / vnd wurdent beide in fröuden **fro** / nu söllent ir fürbasz glouben mir
DIO.tei.xml;DIO_18329_3;fro;DIO;;mehrdeutig: auch lemma_7250;29;das sin geselle komen were / er wart so **fro** der mere / das er ym engegen gieng
DIO.tei.xml;DIO_18528_5;fro;DIO;;mehrdeutig: auch lemma_7250;28;wenn in nieman bekannt / vnd was menglich geil vnd **fro** / vnd was grosz wirtschafft do
DIO.tei.xml;DIO_18830_2;fro;DIO;;mehrdeutig: auch lemma_7250;30;in sin selbs küngrich / ludewig was **fro** sicherlich / er sprach alexander geselle min
DIO.tei.xml;DIO_19026_3;fro;DIO;;mehrdeutig: auch lemma_7250;26;starb der rich keiser do / des wart ludewig **fro** / im wart die tochter zuo der e
DIO.tei.xml;DIO_20011_5;fro;DIO;;mehrdeutig: auch lemma_7250;11;si sneid ym selbe für sin essen / des was aber der keiser **fro** / zuo der keiserin sprach er do
DIO.tei.xml;DIO_20241_4;fro;DIO;;mehrdeutig: auch lemma_7250;41;vnd beleib küng alexander do / sy warent sin alle **fro** / er hilt sich ouch sere wiszklich
DIO.tei.xml;DIO_20324_5;fro;DIO;;mehrdeutig: auch lemma_7250;24;sag mynem herren dem küng also / wir sient sin in hertzen **fro** / nit liebers kan er vns getuon
DIO.tei.xml;DIO_20330_1;fro;DIO;;mehrdeutig: auch lemma_7250;30;vnd seit ym die mere / wie **fro** der ritter were / der küng lenger beit nit mer
DIO.tei.xml;DIO_21017_4;fro;DIO;;mehrdeutig: auch lemma_7250;17;sy loptent den suon alle do / sinr wiszheit warent sy **fro** / darnach vnlange fuogt es sich
DIS.tei.xml;DIS_290_6;fro;DIS;;mehrdeutig: auch lemma_7250;29;das dunket mich der nützest rat / die kristen die waren der rede **fro** / und gelobten in das selbig do
DIS.tei.xml;DIS_2390_5;fro;DIS;;mehrdeutig: auch lemma_7250;239;ein untersturz hett er genummen / der rede waren die kristen **fro** / zusamen tratens wider do
DIS.tei.xml;DIS_3130_5;fro;DIS;;mehrdeutig: auch lemma_7250;313;da vingen die kristen an zu lachen / und waren der tagalt alle **fro** / in kreiß macht er sich wider do
DIS.tei.xml;DIS_3910_5;fro;DIS;;mehrdeutig: auch lemma_7250;391;des musten die kristen aber lachen / wann sie waren irs glücks **fro** / das in gelungen was also
DJUM.tei.xml;DJUM_112517_6;fro;DJUM;;mehrdeutig: auch lemma_7250;17;nein schriber schrip / sin tugent in zuchten **fro** belip / wol ir die sin ze trute gert milte ist er unt nicht feige
DME.tei.xml;DME_12109020_6;fro;DME;;mehrdeutig: auch lemma_7250;902;swer sinen gedanche schepfet so / daz er im die sele mache **fro** / und also geschepft siniu wort
DNB.tei.xml;DNB_84101960_6;fro;DNB;;mehrdeutig: auch lemma_7250;196;entriwen sprach der riter do / so wil ich immer wesen **fro** / daz ich iuch niht erslagen han
DNT.tei.xml;DNT_1830_5;fro;DNT;;mehrdeutig: auch lemma_7250;183;der zagel hinwieder sprach / ich bin euwer strauf **fro** / und euwer bösen dro
DNT.tei.xml;DNT_2430_4;fro;DNT;;mehrdeutig: auch lemma_7250;243;der ritter wart unmassen **fro** / er eilt vil balde da
DNT.tei.xml;DNT_3310_5;fro;DNT;;mehrdeutig: auch lemma_7250;331;sehet das tun wir aber san / der rede waren sie alle **fro** / sie sprachen alle gern ja
DRW.tei.xml;DRW_26101680_5;fro;DRW;;mehrdeutig: auch lemma_7250;168;und siner viende dro / do macht ers alle samt **fro** / daz wolde got unser trost
DSW.tei.xml;DSW_920_5;fro;DSW;;mehrdeutig: auch lemma_7250;92;in sin hus gieng er do / die frowe was des vil **fro** / das ir man was komen
DUM.tei.xml;DUM_115_5;fro;DUM;;mehrdeutig: auch lemma_7250;115;da ir mich hapt gelassen vor / der ritter ward der rede **fro** / si beraittent sich nun do
DUM.tei.xml;DUM_316_5;fro;DUM;;mehrdeutig: auch lemma_7250;316;die fraw sprach nicht red also / ich will dich immer machen **fro** / das du muost ain herre sein
DUM.tei.xml;DUM_442_5;fro;DUM;;mehrdeutig: auch lemma_7250;442;ze hof mit grossen eren do / des ward der edel künig **fro** / er enpfieng si schon und wol
EGF.tei.xml;EGF_118100900_6;fro;EGF;;mehrdeutig: auch lemma_7250;90;dem antwrt er also / ich bin iwer rede vil **fro** / ich leist iwer bet und iwern rat
EKO.tei.xml;EKO_98100820_7;fro;EKO;;mehrdeutig: auch lemma_7250;82;der frouden sprach der kunich do / daz du niht lachest und bist **fro** / ich mac niht lachen sprach er
ERA.tei.xml;ERA_86101190_5;fro;ERA;;mehrdeutig: auch lemma_7250;119;næme manz dannoch fur vol / des mohten si wol wesen **fro** / ez stet umbe die frowen so
FGP.tei.xml;FGP_1350_5;fro;FGP;;mehrdeutig: auch lemma_7250;135;neur also an dem gattern leint / der paur wer zornig oder **fro** / der im kein antwurt gab do
FGP.tei.xml;FGP_2750_5;fro;FGP;;mehrdeutig: auch lemma_7250;275;sich also kommen wir sein ab / der meßner was des rates **fro** / seiner frauen volget er do
FLG.tei.xml;FLG_1102110_14;vroewe;FLG;VRB;mehrdeutig: auch lemma_7256;;mich minnet und gere des das ich in mortlich minne ane masse und ane underlas **vroewe** dich min sele wan din leben ist gestorben von minnen dur dich und minne in
FLG1.tei.xml;FLG1_7295480500_0;fro;FLG1;;mehrdeutig: auch lemma_7250;;rúwe koment har zuo mir und bringent mir helige trehene die machen mich súnden ane **fro** diemuetekeit sitzent hie bi mir und tribent homuot und ital ere von mir wenne si
FLG1.tei.xml;FLG1_7295480660_0;fro;FLG1;;mehrdeutig: auch lemma_7250;;maht das si mir nit moegent schaden ich wil úch mit arbeiten bi mir haben **fro** helikeit koment har zuo mir und kússent miner selen munt und wonent in mines herzen
FLG1.tei.xml;FLG1_7295480680_0;fro;FLG1;;mehrdeutig: auch lemma_7250;;miner selen munt und wonent in mines herzen grunt so blibe ich iemer me gesunt **fro** hoffunge ich bitte úch das ir zesamen bindent alle min herzen wunden die mir die
FR1.tei.xml;FR1_5065070_8;fro;FR1;;mehrdeutig: auch lemma_7250;7;kein leit daz wart doch nie so groz ezn würde mit freude gestiuret / ez sol ouch nieman sines heiles sin zu **fro** / daz prüve ich so
FR1.tei.xml;FR1_5092110_2;fro;FR1;;mehrdeutig: auch lemma_7250;11;lachen weinen beide / gein trurec **fro** gein sorgen lust schimpf ane unterscheide / die ane maze weren nicht der maze craft bewache
FR1.tei.xml;FR1_12002040_0;fro;FR1;;mehrdeutig: auch lemma_7250;4;baz so er din erschricke / **fro** ich zu dinem riche / kom tetragrammaton
FR1.tei.xml;FR1_13023030_5;fro;FR1;;mehrdeutig: auch lemma_7250;3;daz sie nicht hoher eren samen / man ist der buze todes **fro** / des möchten sich die lebenden schamen
FR1.tei.xml;FR1_13058020_4;fro;FR1;;mehrdeutig: auch lemma_7250;2;swenn man daz angesichte hat / enpfangen und daz lustlich **fro** / darnach heimliches herzen rat
FR2.tei.xml;FR2_419020_7;fro;FR2;;mehrdeutig: auch lemma_7250;2;ja singe ich als der swan der gein dem ende / so süzen sang gewinnet ein swinendez **fro** / sie tut mir als dem venix den sin brende
FR3.tei.xml;FR3_105218020300_2;fro;FR3;;mehrdeutig: auch lemma_7250;30;lachen weinen beide / gein trurec **fro** gein sorgen lust schimpf ane unterscheide / die ane maze weren nicht der maze craft bewache
FR3.tei.xml;FR3_507201040630_5;fro;FR3;;mehrdeutig: auch lemma_7250;63;nu sta ich hir an varwe bloth / vor waß ich **fro** wann ich dich mochte anblicken / me schal ome rosen straüwen
FR3.tei.xml;FR3_108204030560_3;fro;FR3;;mehrdeutig: auch lemma_7250;56;al zu der stunt / so wer ich **fro** geporn / des pit ich dich du hochste kaiserinne
FR3.tei.xml;FR3_108205010090_3;fro;FR3;;mehrdeutig: auch lemma_7250;9;sant thoman was in india / er was gar **fro** / das im ein schöne potschafft kam von got aldo
FR3.tei.xml;FR3_208205010090_3;fro;FR3;;mehrdeutig: auch lemma_7250;9;sant thomas was in india / der was gar **fro** / das im die säldenreiche potschaff kam allda
FR3.tei.xml;FR3_108214030520_9;fro;FR3;;mehrdeutig: auch lemma_7250;52;ir lop ist so / wer die nu hat der mag wol wesen **fro** / ir zal durchgründet alle ding
FR3.tei.xml;FR3_109205040820_5;fro;FR3;;mehrdeutig: auch lemma_7250;82;domit uns got zu hilffe kam / des wir nu ewig wesen **fro** / bei got in seiner ewigkeit
FR3.tei.xml;FR3_110205040510_3;fro;FR3;;mehrdeutig: auch lemma_7250;51;das er mich zu seinen diensten wolte zwingen / got wer noch **fro** möcht er mit mir gedingen / nu han ich doch sein große crafft
FR3.tei.xml;FR3_111209040660_4;fro;FR3;;mehrdeutig: auch lemma_7250;66;ir edlen sussen frawen do / ir sullet immer wesen **fro** / weip biß mit züchten frölich hie
FR3.tei.xml;FR3_111209101540_6;fro;FR3;;mehrdeutig: auch lemma_7250;154;nu sich wer halff vil **fro** von swere / judit das sie das haupet nam so here
FR3.tei.xml;FR3_211209020180_6;fro;FR3;;mehrdeutig: auch lemma_7250;18;nu sich wer halff vil **fro** uß swere / judith do sie dem heuptman in dem here
FR3.tei.xml;FR3_111210020340_2;fro;FR3;;mehrdeutig: auch lemma_7250;34;die gotheit her sach er also gedriet / und ewig **fro** den hochsten hort so vein
FR3.tei.xml;FR3_112204040490_0;fro;FR3;;mehrdeutig: auch lemma_7250;49;baz so er din erschricke / **fro** ich zu dinem riche / kom tetragrammaton
FR3.tei.xml;FR3_112204101930_0;fro;FR3;;mehrdeutig: auch lemma_7250;193;den ir got selb erwelte / **fro** da mit linder stimme / kam sie zu irem rate
FR3.tei.xml;FR3_112206030570_0;fro;FR3;;mehrdeutig: auch lemma_7250;57;der sonden uz und inne / **fro** komen wir in throne / daz waz des vatters rat
FR3.tei.xml;FR3_114202030400_7;fro;FR3;;mehrdeutig: auch lemma_7250;40;du vii selig weip / des wunsch ich dir an ennde **fro** beleib
GRA.tei.xml;GRA_132102880_5;fro;GRA;;mehrdeutig: auch lemma_7250;288;iedoch ergienc ez also / des sul wir alle wesen **fro** / daz unser der heilige christ
GUW.tei.xml;GUW_136100260_3;fro;GUW;;mehrdeutig: auch lemma_7250;26;des duhte si ein michel teil / der gast wart **fro** und geil / er sprach ir sit ein heilich wip
GUW.tei.xml;GUW_136101120_6;fro;GUW;;mehrdeutig: auch lemma_7250;112;dem chan si sich gelichen so / daz er ir suze wirt so **fro** / daz si in bezzer dunchet danne guot
GWTK.tei.xml;GWTK_15210086500_4;fro;GWTK;;mehrdeutig: auch lemma_7250;865;des ward der unverzagtte man / in sines hertzen sinen **fro** / urlob ward genomen do
GWTK.tei.xml;GWTK_15210088200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;882;wunsten vil hailles in do / ir werde hertzen warend **fro** / ir ritten ward gar balde
GWTK.tei.xml;GWTK_30210175600_5;fro;GWTK;;mehrdeutig: auch lemma_7250;1756;sines gelüks warend do / der hirtt und die hirtin **fro** / lïb was in der junge lib
GWTK.tei.xml;GWTK_34110195800_4;fro;GWTK;;mehrdeutig: auch lemma_7250;1958;kan dir des gelonnen so / daz din raines hertze **fro** / iemer wol beliben mag
GWTK.tei.xml;GWTK_35220203400_2;fro;GWTK;;mehrdeutig: auch lemma_7250;2034;balde zü in tratt er do / mitt lïchtenfarwen **fro** / er völlenklich enpfangen ward
GWTK.tei.xml;GWTK_45110257400_4;fro;GWTK;;mehrdeutig: auch lemma_7250;2574;ward der junge gast all do / des waz daz ingesinde **fro** / die in fröden sassend
GWTK.tei.xml;GWTK_53220306200_5;fro;GWTK;;mehrdeutig: auch lemma_7250;3062;thedalus der ritter do / sprach ir möchten **fro** / von siner kinthaitt sin
GWTK.tei.xml;GWTK_55110313500_4;fro;GWTK;;mehrdeutig: auch lemma_7250;3135;thurnays aventure pflegen / des wurden alle ritter **fro** / die rötten baidenthalben do
GWTK.tei.xml;GWTK_57210329200_4;fro;GWTK;;mehrdeutig: auch lemma_7250;3292;mitt gütter handlung also / daz sy alle wurden **fro** / won wa gütter wille ze tische gatt
GWTK.tei.xml;GWTK_62110356400_4;fro;GWTK;;mehrdeutig: auch lemma_7250;3564;angesechen als ich do / sin hertz wer gewesse **fro** / daz er dich fürbas hett geloptt
GWTK.tei.xml;GWTK_69210401500_3;fro;GWTK;;mehrdeutig: auch lemma_7250;4015;die ritter sich do güften / begunden und warend **fro** / die dem jungen erren do
GWTK.tei.xml;GWTK_72210421100_3;fro;GWTK;;mehrdeutig: auch lemma_7250;4211;da die frowen besunder / sassen und warend **fro** / vil trurenklich bliktte do
GWTK.tei.xml;GWTK_79120458600_4;fro;GWTK;;mehrdeutig: auch lemma_7250;4586;recht also geriett er do / des vil menig hertze **fro** / ward von lïber angesicht
GWTK.tei.xml;GWTK_85110492700_4;fro;GWTK;;mehrdeutig: auch lemma_7250;4927;megtte frowen unde man / waren all aine andren **fro** / paris der fürst bliktte do
