lemma_id	form	resolved_pos	confidence	note
lemma_3464	*	VRB	high	kriechen: verbal use throughout; NOM not attested
lemma_55908	*	VRB	high	urteilen: verbal use throughout; NOM not attested
lemma_6327	*	VRB	high	twingen: verbal use throughout; NOM not attested
lemma_7499	*	VRB	high	werren: verbal use throughout; INJ/NOM not attested
lemma_5857	*	VRB	high	sûmen: verbal use throughout; NOM not attested
lemma_35502	*	VRB	high	vürgân: verbal use throughout; NOM not attested
lemma_3690	*	VRB	high	leisten: verbal use throughout; NOM not attested
lemma_4862	*	VRB	high	reiʒen: verbal use throughout; NOM not attested
lemma_917	*	VRB	high	bûwen: verbal use throughout; NOM not attested
lemma_3758	*	VRB	high	liegen: verbal use throughout; NOM not attested
lemma_4885	*	VRB	high	rîten: verbal use throughout; INJ/NOM not attested
lemma_7817	*	VRB	high	zern: verbal use throughout; NOM not attested
lemma_7036	*	VRB	high	verzîhen: verbal use throughout; NOM not attested
lemma_14422	*	VRB	high	minnern: verbal use throughout; NOM not attested
lemma_6819	*	VRB	high	verbieten: verbal use throughout; NOM not attested
lemma_5269	*	VRB	high	schirmen: verbal use throughout; NOM not attested
lemma_549	*	VRB	high	berouben: verbal use throughout; NOM not attested
lemma_7545	*	VRB	high	wîssagen: verbal use throughout; NOM not attested
lemma_1979	*	VRB	high	gebrechen: verbal use throughout; NOM not attested
lemma_1072	*	VRB	high	danken: verbal use throughout; NOM not attested
lemma_18579	*	VRB	high	dicere: verbal use throughout; NOM not attested
lemma_5229	*	VRB	high	schînen: verbal use throughout; NOM not attested
lemma_5035	*	VRB	high	ruowen: verbal use throughout; NOM not attested
lemma_2122	*	VRB	high	genern: verbal use throughout; NOM not attested
lemma_6792	*	VRB	high	vellen: verbal use throughout; NOM not attested
lemma_6083	*	VRB	high	tihten: verbal use throughout; NOM not attested
lemma_7391	*	VRB	high	wandeln: verbal use throughout; NOM not attested
lemma_7355	*	VRB	high	wænen: verbal use throughout; NOM not attested
lemma_5328	*	VRB	high	schüten: verbal use throughout; NOM not attested
lemma_7540	*	VRB	high	wîsen: verbal use throughout; NOM not attested
lemma_7353	*	VRB	high	wæjen: verbal use throughout; NOM not attested
lemma_14365	*	VRB	high	phlanzen: verbal use throughout; NOM not attested
lemma_5736	*	VRB	high	stechen: verbal use throughout; INJ/NOM not attested
lemma_11430	*	VRB	high	æhten: verbal use throughout; NOM not attested
lemma_5491	*	VRB	high	sinnen: verbal use throughout; NOM not attested
lemma_7479	*	VRB	high	wenden: verbal use throughout; INJ/NOM not attested
lemma_5170	*	VRB	high	schamen: verbal use throughout; NOM not attested
lemma_5795	*	VRB	high	strâfen: verbal use throughout; NOM not attested
lemma_5690	*	VRB	high	spotten: verbal use throughout; NOM not attested
lemma_646	*	VRB	high	bevelhen: verbal use throughout; NOM not attested
lemma_7118	*	VRB	high	vlêhen: verbal use throughout; NOM not attested
lemma_3573	*	VRB	high	laden: verbal use throughout; NOM not attested
lemma_5510	*	VRB	high	siuften: verbal use throughout; NOM not attested
lemma_4777	*	VRB	high	queln: verbal use throughout; NOM not attested
lemma_5861	*	VRB	high	sûsen: verbal use throughout; INJ/NOM not attested
lemma_7613	*	VRB	high	wigen: verbal use throughout; NOM not attested
lemma_1227	*	VRB	high	dringen: verbal use throughout; NOM not attested
lemma_4112	*	VRB	high	mîden: verbal use throughout; NOM not attested
lemma_5786	*	VRB	high	stœren: verbal use throughout; NOM not attested
lemma_434	*	VRB	high	bedenken: verbal use throughout; NOM not attested
lemma_5854	*	VRB	high	sûgen: verbal use throughout; NOM not attested
lemma_9652	*	VRB	high	mesten: verbal use throughout; NOM not attested
lemma_1560	*	VRB	high	ergetzen: verbal use throughout; NOM not attested
lemma_6916	*	VRB	high	verren: verbal use throughout; NOM not attested
lemma_1842	*	VRB	high	gâhen: verbal use throughout; NOM not attested
lemma_7181	*	VRB	high	volleisten: verbal use throughout; NOM not attested
lemma_6223	*	VRB	high	troesten: verbal use throughout; NOM not attested
lemma_4920	*	VRB	high	ringen: verbal use throughout; NOM not attested
lemma_7566	*	VRB	high	widerkêren: verbal use throughout; NOM not attested
lemma_5276	*	VRB	high	schônen: verbal use throughout; NOM not attested
lemma_2343	*	VRB	high	gewern: verbal use throughout; NOM not attested
lemma_5257	*	VRB	high	schimpfen: verbal use throughout; NOM not attested
lemma_16404	*	VRB	high	hiulen: verbal use throughout; NOM not attested
lemma_1232	*	VRB	high	dröuwen: verbal use throughout; NOM not attested
lemma_5204	*	VRB	high	schelten: verbal use throughout; NOM not attested
lemma_4348	*	VRB	high	nîden: verbal use throughout; NOM not attested
lemma_7406	*	VRB	high	warten: verbal use throughout; NOM not attested
lemma_6186	*	VRB	high	trenken: verbal use throughout; NOM not attested
lemma_5957	*	VRB	high	swenden: verbal use throughout; NOM not attested
lemma_6126	*	VRB	high	toben: verbal use throughout; NOM not attested
lemma_4638	*	VRB	high	phîfen: verbal use throughout; NOM not attested
lemma_5699	*	VRB	high	springen: verbal use throughout; NOM not attested
lemma_3067	*	VRB	high	irren: verbal use throughout; NOM not attested
lemma_770	*	VRB	high	blüejen: verbal use throughout; NOM not attested
lemma_6840	*	VRB	high	verdriezen: verbal use throughout; NOM not attested
lemma_7280	*	VRB	high	vûlen: verbal use throughout; NOM not attested
lemma_4787	*	VRB	high	râten: verbal use throughout; NOM not attested
lemma_14845	*	VRB	high	vorsprechen: verbal use throughout; NOM not attested
lemma_6048	*	VRB	high	tempern: verbal use throughout; NOM not attested
lemma_3341	*	VRB	high	klagen: verbal use throughout; NOM not attested
lemma_7520	*	VRB	high	wîchen: verbal use throughout; INJ/NOM not attested
lemma_4823	*	VRB	high	rëchen: verbal use throughout; NOM not attestedNOM exceptions: 16, VRB: 134

