lemma_id	form	resolved_pos	confidence	note
lemma_5148	*	NOM	high	schaden: noun (damage/harm) throughout; genitive forms confirm NOM
lemma_7546	*	ADJ	high	wît: adjective (wide/broad) throughout
lemma_3330	*	ADJ	high	klar: adjective (clear/bright) throughout
lemma_2097	*	ADJ	high	gemein: adjective (common/shared) throughout
lemma_6768	*	ADJ	high	vest: adjective (firm/steadfast) throughout
lemma_2540	*	ADJ	high	grüen: adjective (green) throughout
lemma_3164	*	ADJ	high	jüngst: adjective (youngest/last) throughout; superlative
lemma_763	*	ADJ	high	blôs: adjective (bare/naked) throughout
lemma_391	*	ADJ	high	barmherzec: adjective (merciful) throughout
lemma_272	*	ADJ	high	erg: adjective (worse) throughout; comparative
lemma_2278	*	ADJ	high	getriuwe: adjective (faithful/loyal) throughout
lemma_5532	*	ADJ	high	slaht: adjective (straight/simple) throughout
lemma_2714	*	ADJ	high	heimlich: adjective (secret/intimate) throughout
lemma_3439	*	ADJ	high	krank: adjective (weak/ill) throughout
lemma_4461	*	ADJ	high	ober: adjective (upper/highest) throughout
lemma_6169	*	ADJ	high	trege: adjective (slow/lazy) throughout
lemma_2730	*	ADJ	high	heiʒ: adjective (hot) throughout
lemma_4400	*	NOM	high	nôt: noun (need/necessity) throughout
lemma_1785	*	ADJ	high	vein: adjective (fine/refined) throughout
lemma_3691	*	NOM	high	leit: noun (grief/sorrow) throughout; genitive leides confirms NOM
lemma_7447	*	ADJ	high	weich: adjective (soft) throughout
lemma_3373	*	ADJ	high	klug: adjective (clever) throughout
lemma_4230	*	ADJ	high	müede: adjective (tired/weary) throughout
lemma_5810	*	ADJ	high	streng: adjective (strict) throughout
lemma_7250	*	ADJ	high	vrô: adjective (glad/joyful) throughout
lemma_5185	*	ADJ	high	scharf: adjective (sharp) throughout
lemma_70637	*	ADJ	high	gelart: adjective (learned/educated) throughout
lemma_7621	*	ADJ	high	willic: adjective (willing) throughout
lemma_6099	*	ADJ	high	tiure: adjective (precious/expensive) throughout
lemma_3188	*	ADJ	high	kalt: adjective (cold) throughout
lemma_6253	*	ADV	high	trügenlîch: adverb (deceptively); -lich suffix
lemma_3544	*	ADV	high	kündlîch: adverb (notoriously); -lich suffix
lemma_5635	*	ADJ	high	spæte: adjective (late) throughout
lemma_3225	*	ADJ	high	karg: adjective (stingy/meager) throughout
lemma_29842	*	ADJ	high	herb: adjective (harsh/bitter) throughout
lemma_1286	*	ADV	high	êrlîch: adverb (honorably); -lich suffix
lemma_6079	*	ADJ	high	tief: adjective (deep) throughout
lemma_3829	*	ADV	high	loblîch: adverb (praiseworthily); -lich suffix
lemma_2492	*	ADJ	high	gram: adjective (angry/bitter) throughout
lemma_2046	*	ADV	high	geistlîch: adverb (spiritually); -lich suffix
lemma_4359	*	ADJ	high	nieder: adjective (low/humble) throughout
lemma_2874	*	ADJ	high	hochvartec: adjective (proud/arrogant) throughout
lemma_7075	*	ADV	high	vil: adverb (much/many) throughout; ADV dominant over ADJ/GRA
lemma_3595	*	ADJ	high	lanc: adjective (long) throughout
lemma_7898	*	ADJ	high	zornec: adjective (angry/wrathful) throughout
lemma_2840	*	ADJ	high	hinder: adjective (rear/back) throughout; superlative forms confirm ADJ
lemma_2113	*	ADJ	high	genædec: adjective (gracious/merciful) throughout
lemma_6255	*	ADJ	high	trucken: adjective (dry) throughout
lemma_140	*	ADJ	high	almæhtic: adjective (almighty) throughout
lemma_7197	*	ADJ	high	vorderest: adjective (foremost) throughout; superlative
lemma_4042	*	ADJ	high	mæhtic: adjective (powerful/mighty) throughout
lemma_3555	*	ADJ	high	kurz: adjective (short) throughout
lemma_7126	*	ADV	high	vlîʒiclîch: adverb (diligently); -lich suffix
lemma_5234	*	ADV	high	schier: adverb (soon/quickly) throughout
lemma_675	*	ADJ	high	besser: adjective (better) throughout; comparative
lemma_7646	*	ADJ	high	würdec: adjective (worthy) throughout
lemma_723	*	ADJ	high	bitter: adjective (bitter) throughout
lemma_7257	*	ADV	high	vrœlîch: adverb (joyfully); -lich suffix
lemma_7248	*	ADV	high	vriuntlîch: adverb (in a friendly manner); -lich suffix
lemma_414	*	ADV	high	baz: adverb (better) throughout; MHG adverbial comparative
lemma_7177	*	ADJ	high	vollekomen: adjective (perfect/complete) throughout
lemma_4056	*	ADJ	high	meist: adjective (most) throughout; superlative
lemma_7543	*	ADV	high	wîslîch: adverb (wisely); -lich suffix
lemma_1136	*	ADV	high	dicke: adverb (often) throughout; ADV dominant in MHG
lemma_2523	*	ADJ	high	grimmec: adjective (fierce/furious) throughout
lemma_5052	*	ADJ	high	sælic: adjective (blessed/happy) throughout
lemma_9506	*	ADJ	high	erber: adjective (honorable) throughout
lemma_19197	*	ADJ	high	grausam: adjective (cruel/terrible) throughout
lemma_17554	*	ADV	high	bequemlich: adverb (conveniently); -lich suffix
lemma_12011	*	ADJ	high	kreftic: adjective (powerful/vigorous) throughout
lemma_7725	*	ADV	high	wunderlîch: adverb (wonderfully); -lich suffix
lemma_2683	*	ADV	high	hêrlîch: adverb (gloriously); -lich suffix
lemma_7536	*	ADV	high	wîplîch: adverb (womanly); -lich suffix
lemma_3975	*	ADV	high	manlîch: adverb (manfully); -lich suffix
lemma_25750	*	ADJ	high	ersam: adjective (honorable/respectable) throughout
lemma_3631	*	ADV	high	lesterlîch: adverb (shamefully); -lich suffix
lemma_2279	*	ADV	high	getriuwelîch: adverb (faithfully); -lich suffix
lemma_9798	*	ADJ	high	einfältec: adjective (simple-minded) throughout
lemma_5169	*	ADV	high	schemlîch: adverb (shamefully); -lich suffix
lemma_6158	*	ADV	high	tougenlîch: adverb (secretly); -lich suffix
lemma_5407	*	ADV	high	senftelîch: adverb (gently); -lich suffix
lemma_2326	*	ADJ	high	gewaldec: adjective (powerful) throughout
lemma_7241	*	ADJ	high	frisch: adjective (fresh/vigorous) throughout
lemma_36430	*	ADJ	high	güetec: adjective (good/kind) throughout
lemma_7339	*	ADJ	high	wârhaft: adjective (truthful) throughout
lemma_5587	*	ADJ	high	snell: adjective (quick/swift) throughout
lemma_7050	*	ADV	high	vîentlîch: adverb (in an enemy-like manner); -lich suffix
lemma_7235	*	ADV	high	fridelîch: adverb (peacefully); -lich suffix
lemma_7910	*	ADJ	high	zühtec: adjective (well-mannered) throughout
lemma_3668	*	ADJ	high	ledec: adjective (free/unmarried) throughout
lemma_3340	*	ADV	high	klegelîch: adverb (lamentably); -lich suffix
lemma_7300	*	ADJ	high	vornemest: adjective (foremost/eminent) throughout; superlative
lemma_2349	*	ADJ	high	gewis: adjective (certain/sure) throughout
lemma_33035	*	ADJ	high	allerliebst: adjective (most beloved) throughout; superlative
lemma_4909	*	NOM	high	rigel: noun (bolt/bar) throughout
lemma_5507	*	VRB	high	sitzen: verbal (sit/be seated) throughout; sas/siczet/gesessen confirm VRB
lemma_7173	*	VRB	high	volgen: verbal (follow) throughout
lemma_2065	*	ADV	high	gelîch: adverb (equally/likewise) throughout; ADV dominant
lemma_6797	*	NOM	high	velt: noun (field) throughout
lemma_7722	*	NOM	high	wunder: noun (wonder/miracle) throughout
lemma_7506	*	NOM	high	westen: noun (west) throughout
lemma_4476	*	ADJ	high	offenbar: adjective (open/manifest) throughout
lemma_2706	*	NOM	high	heil: noun (salvation/health) throughout; biblical NOM dominant
lemma_758	*	ADJ	high	blind: adjective (blind) throughout
lemma_7142	*	ADJ	high	vlühtec: adjective (fugitive/fleeing) throughout
lemma_1177	*	ADJ	high	diutsch: adjective (German) throughout
lemma_2889	*	ADJ	high	hol: adjective (hollow) throughout
lemma_1409	*	ADJ	high	enge: adjective (narrow/tight) throughout
lemma_3797	*	NOM	high	glider: noun (limbs/members) throughout; plural NOM
lemma_6892	*	NOM	high	vorlust: noun (loss/ruin) throughout
lemma_63608	*	ADJ	high	gevangen: adjective (captive) throughout
lemma_3913	*	NOM	high	maʒe: noun (measure/moderation) throughout
lemma_3504	*	ADJ	high	künftec: adjective (future/coming) throughout
lemma_2545	*	NOM	high	gruntvest: noun (foundation) throughout
lemma_10524	*	ADV	high	sæliclîch: adverb (blessedly); -lich suffix
lemma_7336	*	NOM	high	wân: noun (hope/expectation) throughout
lemma_11414	*	ADJ	high	gesenftmuot: adjective (pacified/calmed) throughout
lemma_5476	*	NOM	high	silber: noun (silver) throughout
lemma_6764	*	NOM	high	varwe: noun (color/complexion) throughout
lemma_4424	*	NOM	high	norden: noun (north) throughout
lemma_7529	*	NOM	high	wîle: noun (while/time) throughout
lemma_2973	*	VRB	high	îlen: verbal (hasten/hurry) throughout
lemma_3571	*	VRB	high	lachen: verbal (laugh) throughout
lemma_7914	*	VRB	high	zürnen: verbal (be angry) throughout
lemma_6245	*	VRB	high	trûren: verbal (grieve/mourn) throughout
lemma_5572	*	VRB	high	schmieren: verbal (smear/anoint) throughout
lemma_8846	*	VRB	high	umbstân: verbal (surround/stand around) throughout
lemma_6401	*	VRB	high	übertreten: verbal (transgress/step over) throughout
lemma_20574	*	VRB	high	anrüeren: verbal (touch/contact) throughout
lemma_3379	*	VRB	high	knüwen: verbal (kneel) throughout
lemma_6410	*	VRB	high	überwinden: verbal (overcome) throughout
lemma_14545	*	VRB	high	underligen: verbal (lie under/succumb) throughout
lemma_19874	*	VRB	high	vortragen: verbal (carry forward/present) throughout
lemma_18087	*	VRB	high	anbeten: verbal (worship/adore) throughout
lemma_237	*	VRB	high	ansehen: verbal (look at/regard) throughout
lemma_12036	*	VRB	high	eingân: verbal (enter/go in) throughout
lemma_7587	*	VRB	high	widerstân: verbal (withstand/resist) throughout
lemma_232	*	VRB	high	anlegen: verbal (put on/apply) throughout
lemma_26787	*	VRB	high	anrihten: verbal (prepare/arrange) throughout
lemma_6371	*	VRB	high	überheben: verbal (exempt/elevate) throughout
lemma_6347	*	VRB	high	ausgân: verbal (go out/proceed) throughout
lemma_35326	*	VRB	high	anhangen: verbal (adhere/hang on) throughout
lemma_7206	*	VRB	high	vorsagen: verbal (say before/renounce) throughout
lemma_255	*	VRB	high	anvahen: verbal (begin/seize) throughout
lemma_19971	*	VRB	high	fürbringen: verbal (bring forward/present) throughout
lemma_249	*	VRB	high	antragen: verbal (carry to/offer) throughout
lemma_6430	*	VRB	high	ummeligen: verbal (lie around/surround) throughout
lemma_1308	*	ADJ	high	edel: adjective (noble) throughout
lemma_6743	*	ADJ	high	valsch: adjective (false/treacherous) throughout
lemma_12343	*	ADJ	high	veiʒt: adjective (fat/fertile) throughout
lemma_16550	*	NOM	high	honigseim: noun (honeycomb/honey) throughout
lemma_5937	*	ADJ	high	swarz: adjective (black) throughout
lemma_4435	*	ADJ	high	nütze: adjective (useful) throughout
lemma_2125	*	ADJ	high	geng: adjective (current/common) throughout
lemma_5351	*	ADV	high	sêre: adverb (greatly/very) throughout
lemma_3494	*	ADV	high	kûme: adverb (barely/scarcely) throughout
lemma_2175	*	ADV	high	gerne: adverb (gladly/willingly) throughout
lemma_4479	*	ADV	high	ofte: adverb (often) throughout
lemma_1125	*	ADV	high	dest: adverb (desto/the more) throughout; comparative particle
lemma_1087	*	ADV	high	dornach: adverb (thereafter/after that) throughout
lemma_7287	*	NUM	high	fünft: numeral (fifth) throughout; ordinal
lemma_7064	*	NUM	high	vierde: numeral (fourth) throughout; ordinal
lemma_7072	*	NUM	high	vierzehende: numeral (fourteenth) throughout; ordinal
lemma_25634	*	ADJ	high	vierlei: adjective (fourfold) throughout
lemma_36137	*	NOM	high	unreinecheit: noun (uncleanness) throughout
lemma_31300	*	NOM	high	missetât: noun (misdeed/sin) throughout
lemma_67253	*	NOM	high	unwissen: noun (ignorance) throughout
lemma_6580	*	NOM	high	unheil: noun (misfortune) throughout
lemma_72548	*	NOM	high	ungunst: noun (displeasure) throughout
lemma_16630	*	NOM	high	unwirde: noun (dishonor) throughout
lemma_36168	*	NOM	high	unkiusche: noun (unchastity) throughout
lemma_6624	*	ADJ	high	unschuldec: adjective (innocent/guiltless) throughout
lemma_67252	*	ADJ	high	unwissende: adjective (unknowing) throughout
lemma_12183	*	ADJ	high	ungehôrsam: adjective (disobedient) throughout
lemma_6586	*	ADJ	high	unkiusche: adjective (unchaste) throughout
lemma_4365	*	NEG	high	nie: negative adverb (never) throughout
lemma_13	*	ADV	high	âne: adverb/particle (without/lacking) throughout; PRP reading secondary
lemma_13162	*	ADV	high	niergen: adverb (nowhere/never) throughout
lemma_4369	*	ADV	high	nindert: adverb (nowhere) throughout
lemma_1280	*	ADJ	high	êlîch: adjective (matrimonial/lawful) throughout
lemma_8970	*	ADJ	high	vreudenrîch: adjective (joyful) throughout
lemma_3114	*	ADJ	high	jener: adjective (that/yonder) throughout; demonstrative
lemma_60749	*	ADJ	high	jene: adjective (those/that) throughout; demonstrative
lemma_60729	*	ADJ	high	jens: adjective (that yonder) throughout
lemma_3157	*	ADJ	high	junc: adjective (young) throughout
lemma_46787	*	NOM	high	überdecke: noun (coverlet/canopy) throughout
lemma_33210	*	NOM	high	underganc: noun (decline/setting) throughout
lemma_40667	*	NOM	high	ingeweide: noun (entrails/innards) throughout
lemma_20036	*	NOM	high	ausganc: noun (exit/departure) throughout
lemma_200	*	NOM	high	anblick: noun (sight/gaze) throughout
lemma_6482	*	NOM	high	underscheit: noun (difference/distinction) throughout
lemma_11000	*	NOM	high	überschrift: noun (inscription/heading) throughout
lemma_15324	*	NOM	high	zukunft: noun (future/arrival) throughout
lemma_66851	*	NOM	high	ansprecher: noun (claimant/advocate) throughout
lemma_8268	*	VRB	high	entuon: verbal negation of tuon (not do) throughout
lemma_62062	*	VRB	high	verunreinen: verbal (defile/make unclean) throughout
lemma_4146	*	VRB	high	missehagen: verbal (displease) throughout
lemma_8281	*	VRB	high	envinden: verbal negation of vinden (not find) throughout
lemma_8161	*	VRB	high	enlâʒen: verbal negation of lâʒen (not let) throughout
lemma_19988	*	VRB	high	missebâren: verbal (behave badly) throughout
lemma_4160	*	VRB	high	missetuon: verbal (do wrong/sin) throughout
lemma_8120	*	VRB	high	engeben: verbal negation of geben (not give) throughout
lemma_8147	*	VRB	high	enhœren: verbal negation of hœren (not hear) throughout
lemma_4091	*	VRB	high	merken: verbal (notice/observe) throughout
lemma_3102	*	VRB	high	jagen: verbal (hunt/chase) throughout
lemma_7496	*	VRB	high	wern: verbal (defend/ward off) throughout
lemma_7439	*	VRB	high	wägen: verbal (weigh/move) throughout; wegende=present participle confirms VRB
lemma_5085	*	CNJ	high	sam: conjunction (as/like/as if) throughout
lemma_17085	zuden	ART	high	wir: "zu den" contracted article
lemma_13093	*	PRP	high	zwischen: preposition (between) throughout
lemma_8475	indem	ART	high	in dem: contracted article
lemma_9196	am	ART	high	an dem: contracted article
lemma_9476	vbers	ART	high	über das: contracted article
lemma_4390	*	ADJ	high	niuwe: adjective (new) throughout
lemma_1251	*	ADJ	high	düre: adjective (dry/thin) throughout
lemma_7401	*	ADJ	high	warm: adjective (warm) throughout
lemma_7274	*	ADJ	high	vrumec: adjective (good/noble) throughout
lemma_2867	*	ADJ	high	hochgeboren: adjective (high-born) throughout
lemma_3925	*	ADJ	high	mager: adjective (lean/thin) throughout
lemma_57797	*	ADJ	high	erwelt: adjective (chosen/elect) throughout
lemma_6814	*	VRB	high	verbergen: verbal (hide/conceal) throughout; past participles confirm VRB
lemma_3702	*	VRB	high	lenden: verbal (land/arrive) throughout
lemma_21755	*	ADJ	high	unmenschlich: adjective (inhuman) throughout
lemma_22850	*	ADJ	high	unfruhtber: adjective (infertile/unfruitful) throughout
lemma_56116	*	POS	high	sie/ir: possessive form irm/Ire (her/their) throughout
lemma_8818	*	VRB	high	tustu: contraction tust+du (do you); VRB component
lemma_14538	*	PRO	high	eres: contraction er+es (he it); PRO throughout
lemma_9046	*	VRB	high	weistu: contraction weißt+du (do you know); VRB component
lemma_33014	*	VRB	high	wirfestu: contraction wirfest+du (do you throw); VRB component
lemma_11622	*	VRB	high	wilich: contraction wil+ich (I will); VRB component
lemma_8696	*	VRB	high	sichstu: contraction siehst+du (do you see); VRB component
lemma_10640	*	VRB	high	totin: verbal (kill her/them); VRB component
lemma_8366	*	VRB	high	gibstu: contraction gibst+du (do you give); VRB component
lemma_13492	*	VRB	high	leistu: contraction leist+du (do you perform); VRB component
lemma_7434	*	ADJ	high	weder: adjective (which of two/neither) throughout
lemma_6615	*	NOM	high	unreht: noun (injustice) throughout; "das Unrecht" NOM dominant
lemma_10497	*	ADJ	high	ungerecht: adjective (unjust) throughout
lemma_6535	*	NOM	high	ungemach: noun (discomfort/hardship) throughout
lemma_6562	*	ADJ	high	ungetriuwe: adjective (disloyal) throughout
lemma_7346	*	VRB	high	wachen: verbal (watch/keep vigil) throughout
lemma_3730	*	VRB	high	geliden: verbal (traverse/go through) throughout
lemma_55590	*	ADJ	high	keinerlei: adjective (of no kind) throughout; negative determiner ADJ
lemma_1077	*	ADV	high	dennoch: adverb (still/yet/nevertheless) throughout
lemma_20723	*	ADV	high	sibenstunt: adverb (seven times) throughout; multiplicative
lemma_8059	*	ADV	high	dreistunt: adverb (three times) throughout; multiplicative
lemma_9767	*	NOM	high	virteil: noun (quarter/fourth part) throughout
lemma_32709	*	NOM	high	dritteil: noun (third part) throughout
lemma_11848	*	NOM	high	czigel: noun (brick/tile) throughout
lemma_5660	*	NOM	high	sper: noun (spear) throughout
lemma_10599	*	NOM	high	mord: noun (murder) throughout; genitive mordes confirms NOM
lemma_7952	*	ADJ	high	zwiualdec: adjective (double/twofold) throughout
lemma_6487	*	ADJ	high	undertænec: adjective (subordinate/obedient) throughout
lemma_14689	*	VRB	high	anzünden: verbal (kindle/light) throughout
lemma_1953	*	VRB	high	gebâren: verbal (behave/bear oneself) throughout
lemma_32253	*	VRB	high	vorsehen: verbal (provide/overlook) throughout
lemma_13441	*	VRB	high	abschlagen: verbal (strike off/refuse) throughout
lemma_28906	*	PRP	high	wider: preposition (against/back) throughout; widern = wider+n
lemma_6215	*	NOM	high	triuwe: noun (faithfulness/loyalty) throughout; "die Treue" NOM
lemma_4238	*	VEM	high	müeʒen: modal (must/be compelled to) throughout
lemma_3538	*	VEM	high	können: modal (can/be able to) throughout
lemma_8139	*	VEX	high	enhat: negated VEX of haben (has not) throughout
lemma_8305	*	VEX	high	enwirt: negated VEX of werden (does not become) throughout
lemma_9209	*	ADV	high	wanne: adverb (when/since) throughout
lemma_45128	*	ADJ	high	ouslendec: adjective (foreign/from abroad) throughout
lemma_8188	*	VEM	high	enmac: negated VEM of mügen (cannot) throughout
lemma_6454	*	ADJ	high	unbekant: adjective (unknown) throughout
lemma_6556	*	ADJ	high	ungestalt: adjective (misshapen/ugly) throughout
lemma_8065	*	NEG	high	dirn: negation particle (not it/him) throughout
lemma_41389	*	NEG	high	mirn: negation particle (not to me) throughout
lemma_20992	*	ADJ	high	vergessen: adjective (forgotten) throughout; past participle ADJ
lemma_7427	*	NOM	high	wê: noun/interjection (woe/pain) throughout
lemma_5933	*	CNJ	high	wen: conjunction (when/if) throughout
lemma_10775	*	ADJ	high	erlôs: adjective (redeemed/ransomed) throughout
lemma_20218	*	CNJ	high	qui: conjunction (Latin who/which) throughout; relative pronoun as CNJ
lemma_8226	*	VEX	high	ensei: negated VEX of sîn (is not/was not) throughout
lemma_3853	*	VRB	high	losen: verbal (listen/harken) throughout
lemma_1348	*	CNJ	high	entweder: conjunction (either...or) throughout
lemma_5434	*	PRP	high	sîtens: preposition (on the side of/from) throughout
lemma_4150	*	VRB	high	misselingen: verbal (fail/go wrong) throughout
lemma_5038	*	ADV	high	sâ: adverb (immediately/at once) throughout
lemma_25049	*	ADJ	high	auserwelt: adjective (chosen/elect) throughout
lemma_8035	dern	ART	high	der+n: contracted article
lemma_13594	*	ADJ	high	andæhtec: adjective (devout/attentive) throughout
lemma_5941	*	PRO	high	swer: pronoun (whoever) throughout
lemma_14756	*	ADJ	high	ungenem: adjective (unpleasant) throughout
lemma_15630	*	NOM	high	gezeiten: noun (liturgical hours) throughout
lemma_17916	*	NOM	high	ablas: noun (indulgence/remission) throughout
lemma_6546	*	ADV	high	ungerne: adverb (unwillingly) throughout
lemma_8032	*	ART	high	dest: particle (desto/the more); closest to ART among candidates
lemma_1505	*	ADV	high	entzwei: adverb (in two/asunder) throughout
lemma_8223	*	VRB	high	ensehet: negated VRB of sehen (does not see) throughout
lemma_35188	*	NOM	high	ouge: noun (eye) throughout; genitive ougens confirms NOM
lemma_8005	*	VEX	high	bistû: contraction bist+du (you are); VEX component
lemma_8004	*	VEX	high	bins: contraction bin+ich+s (I am it); VEX component
