lemma_id	form	resolved_pos	confidence	note
lemma_7376	*	NOM	high	walt: noun (forest) throughout
lemma_6710	*	NOM	high	urliuge: noun (war/conflict) throughout
lemma_22821	*	NOM	high	hâke: noun (hook/clasp) throughout
lemma_2408	*	NOM	high	gir: noun (desire/greed) throughout
lemma_4824	*	NOM	high	recke: noun (hero/warrior) throughout
lemma_4771	*	NOM	high	quâle: noun (torment/anguish) throughout
lemma_3066	*	ADJ	high	irre: adjective (erring/confused) throughout
lemma_3736	*	ADJ	high	lînîn: adjective (linen/of linen) throughout
lemma_18888	*	ADJ	high	hêbrêisch: adjective (Hebrew) throughout
lemma_7462	*	ADJ	high	weise: adjective (wise) throughout; orphan NOM under separate lemma_78688
lemma_2152	*	ADJ	high	gerech: adjective (just/righteous) throughout
lemma_7086	*	ADJ	high	vinster: adjective (dark) throughout
lemma_1327	*	ADJ	high	eigen: adjective (own/one's own) throughout
lemma_10954	*	ADJ	high	kal: adjective (bald/bare) throughout; Leviticus leprosy context
lemma_885	*	ADJ	high	brûn: adjective (brown) throughout
lemma_71549	*	ADJ	high	mugende: adjective (powerful/able) throughout
lemma_68252	*	ADJ	high	gesworn: adjective (sworn) throughout
lemma_3635	*	ADJ	high	latîn: adjective (Latin) throughout
lemma_2728	*	ADJ	high	heiter: adjective (clear/bright) throughout
lemma_5431	*	ADJ	high	sîhte: adjective (thin/slight) throughout
lemma_6762	*	ADJ	high	varnde: adjective (moving/itinerant) throughout
lemma_73550	*	ADJ	high	vertribener: adjective (expelled) throughout
lemma_98	*	ADJ	high	ahte: adjective (eighth/eighth-) throughout
lemma_2624	*	NOM	high	hals: noun (neck/throat) throughout
lemma_4449	*	NOM	high	ôsten: noun (east/orient) throughout
lemma_1060	*	NOM	high	dach: noun (roof) throughout
lemma_4997	*	NOM	high	rücke: noun (back) throughout
lemma_7640	*	NOM	high	winter: noun (winter) throughout
lemma_2712	*	ADV	high	heim: adverb (homeward/home) throughout; directional in motion verbs
lemma_1744	*	ADV	high	etewaz: adverb/pronoun (something/somewhat) throughout
lemma_5715	*	ADV	high	stæteclîch: adverb (steadily/constantly); -lich suffix
lemma_1739	*	ADV	high	eteswenne: adverb (sometimes/occasionally) throughout
lemma_2141	*	ADV	high	genuoc: adverb (enough) throughout
lemma_2254	*	ADV	high	gester: adverb (yesterday) throughout
lemma_7622	*	ADV	high	willeclîch: adverb (willingly); -lich suffix
lemma_5753	*	ADV	high	sterclich: adverb (strongly); -lich suffix
lemma_11013	*	ADV	high	rehtlîche: adverb (rightly/justly); -liche suffix
lemma_42955	*	ADV	high	erbelich: adverb (hereditarily); -lich suffix
lemma_4085	*	ADV	high	menschlich: adverb (humanly); -lich suffix
lemma_2355	*	ADV	high	gewonlich: adverb (customarily); -lich suffix
lemma_19216	*	ADV	high	gelückelich: adverb (luckily); -lich suffix
lemma_9582	*	ADV	high	phaflich: adverb (clericly); -lich suffix
lemma_75191	*	ADV	high	hôchzîtlich: adverb (festively); -lich suffix
lemma_6745	*	ADV	high	valschlich: adverb (falsely); -lich suffix
lemma_50670	*	ADV	high	milteclich: adverb (mercifully); -lich suffix
lemma_3740	*	ADV	high	lîplich: adverb (bodily/physically); -lich suffix
lemma_2709	*	ADV	high	heileclich: adverb (holily); -lich suffix
lemma_19876	*	ADV	high	priesterlich: adverb (priesterly); -lich suffix
lemma_9760	*	ADV	high	toetlich: adverb (deadly); -lich suffix
lemma_9542	*	ADV	high	veterlich: adverb (fatherly/paternally); -lich suffix
lemma_3878	*	ADV	high	lügelich: adverb (falsely/deceitfully); -lich suffix
lemma_135	*	ADV	high	allerêrst: adverb (first of all) throughout
lemma_607	*	ADV	high	besunder: adverb (especially/apart) throughout
lemma_7356	*	ADV	high	wærlich: adverb (truly/verily); -lich suffix
lemma_13086	*	ADV	high	bewegelich: adverb (movably); -lich suffix
lemma_7338	*	ADJ	high	wâr: adjective (true/real) throughout
lemma_36573	*	ADJ	high	gegenwertic: adjective (present/current) throughout
lemma_33125	*	ADJ	high	ceterus: Latin adjective (remaining/other) throughout
lemma_451	*	ADJ	high	behagelich: adjective (pleasing/acceptable) throughout
lemma_61757	*	ADJ	high	verholn: adjective (hidden/secret) throughout
lemma_1151	*	ADJ	high	dienstlich: adjective (of service/workday) throughout
lemma_24472	*	ADJ	high	inwendic: adjective (inner/inward) throughout
lemma_23919	*	ADJ	high	zuokünftec: adjective (future) throughout
lemma_7603	*	ADJ	high	widerwertic: adjective (adverse/contrary) throughout
lemma_4118	*	ADJ	high	michel: adjective (great/large) throughout; MHG synonym for groß
lemma_7478	*	ADJ	high	wendec: adjective (changeable/versatile) throughout
lemma_4475	*	ADJ	high	offen: adjective (open/manifest) throughout
lemma_4299	*	ADJ	high	nacket: adjective (naked/bare) throughout
lemma_801	*	ADJ	high	bon: adjective (good); Latin/French loan throughout
lemma_37693	*	ADJ	high	werkeht: adjective (of woven fabric) throughout
lemma_2955	*	ADJ	high	hungerc: adjective (hungry) throughout
lemma_46775	*	ADJ	high	tobic: adjective (raging/mad) throughout
lemma_40133	*	ADJ	high	heilsam: adjective (wholesome/salvific) throughout
lemma_36098	*	ADJ	high	weinender: adjective (weeping) throughout
lemma_30918	*	ADJ	high	widerspænec: adjective (headstrong/obstinate) throughout
lemma_21861	*	ADJ	high	links: adjective (left/sinister) throughout
lemma_2004	*	ADJ	high	gedultec: adjective (patient/enduring) throughout
lemma_18987	*	ADJ	high	begirdec: adjective (desirous/greedy) throughout
lemma_8461	*	ADJ	high	hundertstunt: adjective (hundredfold) throughout
lemma_70029	*	ADJ	high	ûʒgenomener: adjective (excepted/excluded) throughout
lemma_9050	*	VEM	high	wiltû: contraction wilt+du (will you/do you want); VEM component
lemma_8550	*	VEM	high	magstu: contraction magst+du (can you); VEM component
lemma_8572	*	VEM	high	mager: contraction mag+er (can he); VEM component
lemma_3001	meyn	POS	high	ich: variant spelling of mein (possessive)
lemma_3001	meynes	POS	high	ich: variant spelling of meines (possessive gen)
lemma_3001	meyner	POS	high	ich: variant spelling of meiner (possessive gen/dat f)
lemma_3001	meynem	POS	high	ich: variant spelling of meinem (possessive dat m/n)
lemma_3001	meyne	POS	high	ich: variant spelling of meine (possessive)
lemma_3001	myr	PRO	high	ich: variant spelling of mir (dative personal)
lemma_5454	yr	POS	high	sie: variant spelling of ir (possessive)
lemma_1517	ym	PRO	high	er: variant spelling of im (dative personal)
lemma_31865	moy	PRO	high	moi: French form of me (personal pronoun, probably scribal/marginal)
