lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_5970	lemma_5970_sense_9460	high	heuristic-bulk: 99.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3595	lemma_3595_sense_5694	medium	heuristic-bulk: 81.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4706	lemma_4706_sense_7296	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5309	lemma_5309_sense_8272	high	heuristic-bulk: 95.3% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2276	lemma_2276_sense_3634	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5166	lemma_5166_sense_8035	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3157	lemma_3157_sense_4990	high	heuristic-bulk: 100.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2486	lemma_2486_sense_3990	high	heuristic-bulk: 93.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2881	lemma_2881_sense_4620	high	heuristic-bulk: 90.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6010	lemma_6010_sense_9519	medium	heuristic-bulk: 87.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7736	lemma_7736_sense_12685	high	heuristic-bulk: 98.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7154	lemma_7154_sense_11604	high	heuristic-bulk: 99.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_706	lemma_706_sense_1149	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_820	lemma_820_sense_1337	high	heuristic-bulk: 99.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7697	lemma_7697_sense_12612	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5754	lemma_5754_sense_9050	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2325	lemma_2325_sense_3721	high	heuristic-bulk: 97.8% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7165	lemma_7165_sense_11615	high	heuristic-bulk: 97.5% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5310	lemma_5310_sense_8273	medium	heuristic-bulk: 88.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2624	lemma_2624_sense_4218	high	heuristic-bulk: 98.4% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5516	lemma_5516_sense_8593	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4447	lemma_4447_sense_6932	high	heuristic-bulk: 99.5% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9487	lemma_9487_sense_15433	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3779	lemma_3779_sense_5969	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_9050	lemma_9050_sense_20722	high	heuristic-bulk: 93.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5212	lemma_5212_sense_8112	medium	heuristic-bulk: 83.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5034	lemma_5034_sense_7829	high	heuristic-bulk: 98.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2590	lemma_2590_sense_4151	medium	heuristic-bulk: 80.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5045	lemma_5045_sense_7852	high	heuristic-bulk: 97.7% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5924	lemma_5924_sense_9381	medium	heuristic-bulk: 81.1% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3643	lemma_3643_sense_5751	medium	heuristic-bulk: 83.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5041	lemma_5041_sense_7843	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7083	lemma_7083_sense_11474	high	heuristic-bulk: 98.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7058	lemma_7058_sense_11439	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_27678	lemma_27678_sense_43890	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_92	lemma_92_sense_115	high	heuristic-bulk: 92.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1899	lemma_1899_sense_2924	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6849	lemma_6849_sense_10930	medium	heuristic-bulk: 84.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6433	lemma_6433_sense_10179	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_15183	lemma_15183_sense_25082	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7525	lemma_7525_sense_12286	high	heuristic-bulk: 90.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_814	lemma_814_sense_1328	high	heuristic-bulk: 99.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7152	lemma_7152_sense_11597	medium	heuristic-bulk: 80.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_312	lemma_312_sense_406	medium	heuristic-bulk: 85.7% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3494	lemma_3494_sense_5537	medium	heuristic-bulk: 80.6% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1256	lemma_1256_sense_1975	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1089	lemma_1089_sense_1732	high	heuristic-bulk: 92.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8268	lemma_8268_sense_21679	high	heuristic-bulk: 98.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_744	lemma_744_sense_1220	medium	heuristic-bulk: 87.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3337	lemma_3337_sense_5238	high	heuristic-bulk: 96.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5794	lemma_5794_sense_9143	high	heuristic-bulk: 90.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_261	lemma_261_sense_330	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_15569	lemma_15569_sense_25745	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7500	lemma_7500_sense_12237	high	heuristic-bulk: 93.5% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_574	lemma_574_sense_854	medium	heuristic-bulk: 84.8% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_526	lemma_526_sense_763	medium	heuristic-bulk: 84.8% corpus majority in 6 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_634	lemma_634_sense_1004	high	heuristic-bulk: 99.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_99	lemma_99_sense_127	high	heuristic-bulk: 92.8% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1604	lemma_1604_sense_2499	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3673	lemma_3673_sense_5803	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5338	lemma_5338_sense_8340	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3480	lemma_3480_sense_5508	high	heuristic-bulk: 97.8% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6857	lemma_6857_sense_10951	high	heuristic-bulk: 90.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_24062	lemma_24062_sense_38802	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7655	lemma_7655_sense_12558	high	heuristic-bulk: 90.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_286	lemma_286_sense_372	high	heuristic-bulk: 95.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5749	lemma_5749_sense_9041	medium	heuristic-bulk: 84.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3405	lemma_3405_sense_5367	medium	heuristic-bulk: 80.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5827	lemma_5827_sense_9219	high	heuristic-bulk: 93.8% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4046	lemma_4046_sense_6351	medium	heuristic-bulk: 80.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_44080	lemma_44080_sense_68576	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8598	lemma_8598_sense_13318	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_270	lemma_270_sense_348	high	heuristic-bulk: 90.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4294	lemma_4294_sense_6714	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7146	lemma_7146_sense_11586	high	heuristic-bulk: 91.3% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2115	lemma_2115_sense_3286	medium	heuristic-bulk: 87.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7031	lemma_7031_sense_11401	high	heuristic-bulk: 98.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6743	lemma_6743_sense_10715	high	heuristic-bulk: 98.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1702	lemma_1702_sense_2676	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_12326	lemma_12326_sense_19453	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6784	lemma_6784_sense_10803	high	heuristic-bulk: 99.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7346	lemma_7346_sense_11909	high	heuristic-bulk: 93.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2054	lemma_2054_sense_3172	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2931	lemma_2931_sense_4706	high	heuristic-bulk: 92.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5755	lemma_5755_sense_9054	high	heuristic-bulk: 99.7% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7549	lemma_7549_sense_12330	high	heuristic-bulk: 98.0% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7084	lemma_7084_sense_11475	high	heuristic-bulk: 99.7% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3412	lemma_3412_sense_5379	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_17858	lemma_17858_sense_30261	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_685	lemma_685_sense_1103	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4042	lemma_4042_sense_6346	high	heuristic-bulk: 95.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3692	lemma_3692_sense_5850	high	heuristic-bulk: 94.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_15061	lemma_15061_sense_24798	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2240	lemma_2240_sense_3565	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2292	lemma_2292_sense_3657	medium	heuristic-bulk: 81.5% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_12343	lemma_12343_sense_19481	high	heuristic-bulk: 90.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2559	lemma_2559_sense_4102	high	heuristic-bulk: 99.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4216	lemma_4216_sense_6599	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6881	lemma_6881_sense_11000	medium	heuristic-bulk: 81.6% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7199	lemma_7199_sense_11667	high	heuristic-bulk: 90.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6175	lemma_6175_sense_9744	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7150	lemma_7150_sense_11593	high	heuristic-bulk: 96.9% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2024	lemma_2024_sense_3122	medium	heuristic-bulk: 80.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4811	lemma_4811_sense_7439	high	heuristic-bulk: 94.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5946	lemma_5946_sense_9422	high	heuristic-bulk: 99.5% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_640	lemma_640_sense_1012	high	heuristic-bulk: 99.4% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4893	lemma_4893_sense_7593	high	heuristic-bulk: 90.0% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3541	lemma_3541_sense_5611	high	heuristic-bulk: 92.6% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6401	lemma_6401_sense_10117	medium	heuristic-bulk: 83.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4446	lemma_4446_sense_6931	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5647	lemma_5647_sense_8835	medium	heuristic-bulk: 89.7% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7542	lemma_7542_sense_12318	high	heuristic-bulk: 93.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_953	lemma_953_sense_1583	medium	heuristic-bulk: 82.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5295	lemma_5295_sense_8253	high	heuristic-bulk: 98.7% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_22850	lemma_22850_sense_41178	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4067	lemma_4067_sense_6392	high	heuristic-bulk: 91.7% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2152	lemma_2152_sense_3352	high	heuristic-bulk: 94.7% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_1723	lemma_1723_sense_2708	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5376	lemma_5376_sense_8395	high	heuristic-bulk: 99.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7462	lemma_7462_sense_12143	high	heuristic-bulk: 94.4% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2256	lemma_2256_sense_3599	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7546	lemma_7546_sense_12325	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7638	lemma_7638_sense_12523	medium	heuristic-bulk: 84.2% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6410	lemma_6410_sense_10137	medium	heuristic-bulk: 82.9% corpus majority in 5 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_442	lemma_442_sense_607	medium	heuristic-bulk: 87.5% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3555	lemma_3555_sense_5634	high	heuristic-bulk: 90.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_6615	lemma_6615_sense_10495	high	heuristic-bulk: 98.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5340	lemma_5340_sense_8343	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7817	lemma_7817_sense_12813	medium	heuristic-bulk: 81.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5835	lemma_5835_sense_9240	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2481	lemma_2481_sense_3974	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2085	lemma_2085_sense_3229	medium	heuristic-bulk: 80.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_18264	lemma_18264_sense_30787	high	heuristic-bulk: 91.2% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5798	lemma_5798_sense_9149	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_957	lemma_957_sense_1588	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_3686	lemma_3686_sense_5838	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5738	lemma_5738_sense_9012	high	heuristic-bulk: 95.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_10497	lemma_10497_sense_114451	high	heuristic-bulk: 92.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_19874	lemma_19874_sense_33165	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_27272	lemma_27272_sense_43287	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5234	lemma_5234_sense_8158	high	heuristic-bulk: 97.4% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2223	lemma_2223_sense_3535	medium	heuristic-bulk: 82.3% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_450	lemma_450_sense_618	medium	heuristic-bulk: 89.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5528	lemma_5528_sense_8618	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_611	lemma_611_sense_967	high	heuristic-bulk: 90.6% corpus majority in 3 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2097	lemma_2097_sense_3246	medium	heuristic-bulk: 82.7% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_61071	lemma_61071_sense_97399	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7316	lemma_7316_sense_11857	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5199	lemma_5199_sense_8094	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_395	lemma_395_sense_535	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_24378	lemma_24378_sense_39263	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2022	lemma_2022_sense_3119	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_2217	lemma_2217_sense_3521	medium	heuristic-bulk: 80.0% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5229	lemma_5229_sense_8145	high	heuristic-bulk: 93.1% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_7205	lemma_7205_sense_11676	high	heuristic-bulk: 96.2% corpus majority in 2 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_4997	lemma_4997_sense_7769	high	heuristic-bulk: 90.8% corpus majority in 4 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_5026	lemma_5026_sense_7808	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
lexicon.xml#lemma_8818	lemma_8818_sense_21007	high	heuristic-bulk: 100.0% corpus majority in 1 senses in corpus; majority sense validated in candidate_senses list
