xml_id	resolved_sense	confidence	note
WZB_87ra_8_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_87rb_24_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_89rb_7_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_89va_23_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_90ra_23_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_91va_16_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_95va_25_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_96rb_12_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_96rb_22_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_96va_14_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_98va_15_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_100ra_21_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_100rb_6_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_102vb_3_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_102vb_35_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_103ra_31_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_108rb_5_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109ra_20_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109rb_3_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109rb_7_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109rb_19_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109va_12_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_109va_28_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_110ra_8_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_110ra_32_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_110rb_3_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_110rb_8_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_110va_9_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_110vb_7_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_111va_29_0	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_115rb_34_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_116ra_19_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_117va_31_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_118ra_16_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_118ra_21_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_118ra_25_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_118va_34_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_119rb_18_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_119vb_23_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_120ra_34_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_120vb_26_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_121ra_3_7	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_121ra_31_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_121rb_15_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_121vb_28_7	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_122ra_26_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_122rb_32_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_124ra_24_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_125vb_6_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_127ra_5_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_127ra_12_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_127ra_26_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_127ra_28_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_127vb_27_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_128vb_13_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_129ra_21_7	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_129rb_25_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_129va_2_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_129va_24_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_133vb_35_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_133srb_11_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_133srb_12_8	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_134va_35_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_134vb_12_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_134vb_25_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_135ra_4_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_136rb_31_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_137ra_13_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_137ra_27_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_137va_11_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_137va_15_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_137vb_8_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_138ra_10_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_140ra_11_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_140va_10_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_141vb_24_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_141vb_26_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_142ra_8_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_142ra_9_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_142ra_18_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_142ra_20_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_142ra_22_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_142va_33_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_144ra_30_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_144ra_31_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_146ra_34_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_147rb_14_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_147rb_27_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_147vb_4_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_149rb_4_0	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_150ra_13_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_150ra_14_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_152va_6_2	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_153ra_32_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_153vb_12_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_155ra_8_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_155ra_9_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_158ra_6_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_158va_24_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_159rb_27_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_159rb_35_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_162vb_8_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_163rb_24_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_163vb_2_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_168va_22_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_169ra_12_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_169vb_19_7	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_170va_11_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_173ra_18_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_175vb_18_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_176ra_18_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_176rb_11_7	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_177va_9_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_177va_19_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_177va_20_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_178ra_9_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_178va_17_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_179ra_23_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_179rb_33_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_181va_11_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_181vb_25_8	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_186vb_7_7	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_189rb_3_0	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_191rb_18_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_191va_3_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_191va_7_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_193va_28_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_193vb_13_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_194rb_14_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_194rb_16_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_195ra_26_2	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_195ra_35_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_196vb_9_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_196vb_11_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_196vb_19_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_197va_15_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_197vb_4_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_198vb_3_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_199vb_19_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_200rb_22_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_200rb_31_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_200vb_15_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_201rb_18_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_202rb_5_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_202rb_9_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet) -- Zeit
WZB_203ra_20_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_203ra_22_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_203ra_24_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_204vb_4_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
WZB_204vb_5_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor) -- Verhältnis
