xml_id	resolved_sense	confidence	note
WZB_121va_16_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_125va_30_8	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_126rb_28_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_126vb_6_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_127va_28_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_127vb_24_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_129vb_15_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_130ra_15_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_131va_6_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_142rb_13_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_147rb_22_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_152va_32_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_156rb_11_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_157rb_34_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_159rb_18_7	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_160vb_28_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_163ra_31_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_166vb_12_2	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_167rb_9_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_174rb_21_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_174vb_33_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_175va_2_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_176va_7_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_176vb_19_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_179ra_16_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_180ra_8_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_180rb_26_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_180rb_27_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_180va_5_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_180vb_8_3	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_182vb_36_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_183rb_35_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_184rb_28_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_186rb_28_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_187ra_16_11	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_187rb_14_2	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_187va_6_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_188rb_11_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_189rb_31_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_190va_11_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_191ra_16_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_191rb_7_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_191vb_28_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_192ra_36_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_193va_36_5	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_193vb_10_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_194va_8_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_196va_24_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_197vb_5_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_198ra_6_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_199va_33_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_200ra_13_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_204vb_6_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_204vb_7_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_205va_16_5	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_205vb_35_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_206rb_17_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_206vb_5_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_207ra_17_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_208va_17_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_208va_18_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_208va_25_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_209ra_25_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_209rb_3_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_209rb_4_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_213va_14_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_214rb_3_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_214rb_25_0	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_216ra_3_4	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_218vb_5_4	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_221ra_8_6	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_224vb_18_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_236vb_14_1	lemma_4415_sense_6892	high	heuristic-auto: temporal noch (after/still/yet)
WZB_237rb_14_1	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_237rb_29_2	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
WZB_239ra_3_3	lemma_4415_sense_64155	high	heuristic-auto: relational/adversative noch (according to / nor)
