xml_id	resolved_sense	confidence	note
WZB_8ra_37_1	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_9rb_25_4	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_9va_8_3	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_9va_14_2	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_76ra_15_4	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_87va_9_1	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_101rb_17_3	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_104va_18_4	lemma_7121_sense_11541	high	heuristic-auto: vleisch classified as sense_11541
WZB_104vb_10_1	lemma_7121_sense_11541	high	heuristic-auto: vleisch classified as sense_11541
WZB_104vb_24_2	lemma_7121_sense_11541	high	heuristic-auto: vleisch classified as sense_11541
WZB_107rb_12_3	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_111ra_6_0	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_111va_22_4	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_128ra_30_1	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_143va_11_2	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_150rb_4_1	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_152rb_32_0	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_153rb_7_4	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_163vb_8_6	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_182rb_5_3	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_189va_4_4	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_189vb_35_0	lemma_7121_sense_11541	high	heuristic-auto: vleisch classified as sense_11541
WZB_206ra_17_2	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_206rb_7_6	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_206rb_22_2	lemma_7121_sense_11542	high	heuristic-auto: vleisch classified as sense_11542
WZB_238rb_10_4	lemma_7121_sense_14865	high	heuristic-auto: vleisch classified as sense_14865
WZB_14ra_30_6	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_16rb_25_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_22vb_25_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_30vb_25_7	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_35va_2_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_35vb_21_5	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_37vb_29_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_43va_12_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_44rb_8_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_47ra_11_0	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_48ra_26_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_48ra_35_7	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_48rb_5_8	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_50vb_13_5	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_57rb_20_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_61rb_23_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_65vb_20_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_67ra_24_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_67ra_29_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_72va_19_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_78ra_7_5	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_90ra_21_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_141va_15_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_141va_29_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_145rb_18_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_147va_5_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_155va_2_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_155va_18_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_156vb_12_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_157vb_13_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_160va_33_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_174va_20_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_175rb_24_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_176rb_4_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_176vb_14_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_178ra_19_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_182va_4_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_188rb_24_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_188vb_3_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_198vb_15_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_198vb_22_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_202rb_22_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_204ra_7_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_204rb_33_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_205ra_15_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_206vb_23_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_210vb_35_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_215ra_15_4	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_215va_32_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_217vb_21_0	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_221va_17_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_224rb_4_1	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_227ra_11_3	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
WZB_238rb_10_2	lemma_7431_sense_14247	high	heuristic-auto: wec classified as sense_14247
