xml_id	resolved_sense	confidence	note
WZB_172rb_30_3	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_172rb_35_0	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_178va_23_3	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_178va_26_0	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_216ra_29_0	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_219va_33_3	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_221rb_16_0	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_221rb_34_3	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_221va_3_0	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_222va_8_5	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_226va_4_2	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_226va_6_2	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_227ra_2_3	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_227ra_21_6	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_227ra_33_0	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_227vb_18_0	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_228rb_29_7	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_228va_5_2	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_228va_10_1	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_228va_22_0	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_228va_30_3	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_229vb_22_4	lemma_6041_sense_9556	high	heuristic-auto: teil classified as sense_9556
WZB_232rb_14_3	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_232vb_6_5	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_232vb_27_8	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_233rb_14_4	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_236rb_25_2	lemma_6041_sense_17201	high	heuristic-auto: teil classified as sense_17201
WZB_236rb_29_1	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_237rb_23_3	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
WZB_237vb_20_4	lemma_6041_sense_9557	high	heuristic-auto: teil classified as sense_9557
