lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_7538	lemma_7538_sense_12306	medium	heuristic-bulk: 70.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_439	lemma_439_sense_599	medium	heuristic-bulk: 75.4% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_4755	lemma_4755_sense_7354	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1984	lemma_1984_sense_3049	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_21255	lemma_21255_sense_34925	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5696	lemma_5696_sense_8915	medium	heuristic-bulk: 77.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5599	lemma_5599_sense_8759	medium	heuristic-bulk: 75.0% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1102	lemma_1102_sense_1748	medium	heuristic-bulk: 74.1% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2310	lemma_2310_sense_3691	medium	heuristic-bulk: 71.4% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_4339	lemma_4339_sense_6785	medium	heuristic-bulk: 76.4% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7284	lemma_7284_sense_11815	medium	heuristic-bulk: 79.4% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2316	lemma_2316_sense_3707	medium	heuristic-bulk: 75.7% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_471	lemma_471_sense_658	medium	heuristic-bulk: 78.6% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_790	lemma_790_sense_1286	medium	heuristic-bulk: 77.8% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_256	lemma_256_sense_321	medium	heuristic-bulk: 70.2% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6327	lemma_6327_sense_9965	medium	heuristic-bulk: 76.8% corpus majority; 6 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6790	lemma_6790_sense_10815	medium	heuristic-bulk: 70.9% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7499	lemma_7499_sense_12232	medium	heuristic-bulk: 76.6% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3702	lemma_3702_sense_5863	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_4862	lemma_4862_sense_7533	medium	heuristic-bulk: 78.5% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_917	lemma_917_sense_1515	medium	heuristic-bulk: 78.4% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1402	lemma_1402_sense_2165	medium	heuristic-bulk: 75.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_516	lemma_516_sense_742	medium	heuristic-bulk: 79.5% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5332	lemma_5332_sense_8328	medium	heuristic-bulk: 74.8% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3485	lemma_3485_sense_5521	medium	heuristic-bulk: 76.9% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_615	lemma_615_sense_974	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2352	lemma_2352_sense_3789	medium	heuristic-bulk: 77.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3609	lemma_3609_sense_5713	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_8188	lemma_8188_sense_20674	medium	heuristic-bulk: 73.2% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_15483	lemma_15483_sense_25559	medium	heuristic-bulk: 77.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6792	lemma_6792_sense_10818	medium	heuristic-bulk: 76.6% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7603	lemma_7603_sense_12450	medium	heuristic-bulk: 77.8% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6083	lemma_6083_sense_9608	medium	heuristic-bulk: 76.1% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7177	lemma_7177_sense_11633	medium	heuristic-bulk: 75.6% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7587	lemma_7587_sense_12411	medium	heuristic-bulk: 70.1% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_853	lemma_853_sense_1396	medium	heuristic-bulk: 78.6% corpus majority; 6 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2511	lemma_2511_sense_4025	medium	heuristic-bulk: 79.5% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1351	lemma_1351_sense_2091	medium	heuristic-bulk: 78.6% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7478	lemma_7478_sense_12170	medium	heuristic-bulk: 75.0% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1564	lemma_1564_sense_2427	medium	heuristic-bulk: 77.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_902	lemma_902_sense_1483	medium	heuristic-bulk: 75.0% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5491	lemma_5491_sense_8556	medium	heuristic-bulk: 79.2% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5484	lemma_5484_sense_8545	medium	heuristic-bulk: 79.5% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3691	lemma_3691_sense_5847	medium	heuristic-bulk: 77.6% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6535	lemma_6535_sense_10369	medium	heuristic-bulk: 70.0% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3538	lemma_3538_sense_5605	medium	heuristic-bulk: 75.8% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5677	lemma_5677_sense_8886	medium	heuristic-bulk: 74.2% corpus majority; 6 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2844	lemma_2844_sense_13735	medium	heuristic-bulk: 76.5% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5810	lemma_5810_sense_9174	medium	heuristic-bulk: 71.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6221	lemma_6221_sense_9811	medium	heuristic-bulk: 79.3% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_646	lemma_646_sense_1027	medium	heuristic-bulk: 73.6% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5107	lemma_5107_sense_7946	medium	heuristic-bulk: 73.9% corpus majority; 5 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_4777	lemma_4777_sense_7379	medium	heuristic-bulk: 78.3% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_98	lemma_98_sense_122	medium	heuristic-bulk: 72.4% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_16008	lemma_16008_sense_26341	medium	heuristic-bulk: 78.1% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3889	lemma_3889_sense_6140	medium	heuristic-bulk: 70.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5847	lemma_5847_sense_9261	medium	heuristic-bulk: 71.0% corpus majority; 5 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_5153	lemma_5153_sense_8007	medium	heuristic-bulk: 74.3% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6280	lemma_6280_sense_9901	medium	heuristic-bulk: 79.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_625	lemma_625_sense_989	medium	heuristic-bulk: 71.4% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6916	lemma_6916_sense_11089	medium	heuristic-bulk: 75.0% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_2347	lemma_2347_sense_3771	medium	heuristic-bulk: 72.9% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_35326	lemma_35326_sense_54959	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1475	lemma_1475_sense_2275	medium	heuristic-bulk: 71.4% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_9196	lemma_9196_sense_13711	medium	heuristic-bulk: 71.7% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7120	lemma_7120_sense_11540	medium	heuristic-bulk: 79.2% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7339	lemma_7339_sense_11897	medium	heuristic-bulk: 77.8% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_6779	lemma_6779_sense_10796	medium	heuristic-bulk: 70.3% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_1154	lemma_1154_sense_1822	medium	heuristic-bulk: 76.9% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_910	lemma_910_sense_1500	medium	heuristic-bulk: 73.3% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_13441	lemma_13441_sense_21968	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_7280	lemma_7280_sense_11802	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_9542	lemma_9542_sense_15479	medium	heuristic-bulk: 70.8% corpus majority; 3 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3039	lemma_3039_sense_4846	medium	heuristic-bulk: 73.6% corpus majority; 4 senses in corpus; sense validated in candidate list
lexicon.xml#lemma_3353	lemma_3353_sense_5269	medium	heuristic-bulk: 75.0% corpus majority; 2 senses in corpus; sense validated in candidate list
