lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_4459	lemma_4459_sense_6959	medium	heuristic-bulk: 51.9% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_1236	lemma_1236_sense_1945	medium	heuristic-bulk: 56.0% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_6870	lemma_6870_sense_10982	medium	heuristic-bulk: 54.7% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_2789	lemma_2789_sense_4500	medium	heuristic-bulk: 57.1% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_3462	lemma_3462_sense_5483	medium	heuristic-bulk: 57.1% corpus majority; 6 senses in corpus; validated
lexicon.xml#lemma_7334	lemma_7334_sense_11886	medium	heuristic-bulk: 51.5% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_4335	lemma_4335_sense_6780	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_2149	lemma_2149_sense_3345	medium	heuristic-bulk: 57.7% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_6852	lemma_6852_sense_10940	medium	heuristic-bulk: 54.3% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_2245	lemma_2245_sense_3576	medium	heuristic-bulk: 52.1% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_483	lemma_483_sense_681	medium	heuristic-bulk: 57.8% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_3675	lemma_3675_sense_5812	medium	heuristic-bulk: 53.8% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_1696	lemma_1696_sense_2666	medium	heuristic-bulk: 54.5% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_6820	lemma_6820_sense_10872	medium	heuristic-bulk: 52.6% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_7089	lemma_7089_sense_11483	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_4441	lemma_4441_sense_6921	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_7034	lemma_7034_sense_11405	medium	heuristic-bulk: 58.5% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_3371	lemma_3371_sense_5304	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_4498	lemma_4498_sense_7017	medium	heuristic-bulk: 55.6% corpus majority; 6 senses in corpus; validated
lexicon.xml#lemma_6215	lemma_6215_sense_9801	medium	heuristic-bulk: 53.0% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_7704	lemma_7704_sense_12625	medium	heuristic-bulk: 50.0% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_2198	lemma_2198_sense_3475	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_2540	lemma_2540_sense_4065	medium	heuristic-bulk: 52.9% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_2304	lemma_2304_sense_3679	medium	heuristic-bulk: 52.1% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_5722	lemma_5722_sense_8972	medium	heuristic-bulk: 54.5% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_594	lemma_594_sense_913	medium	heuristic-bulk: 56.4% corpus majority; 6 senses in corpus; validated
lexicon.xml#lemma_3439	lemma_3439_sense_5418	medium	heuristic-bulk: 53.1% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_2179	lemma_2179_sense_74985	medium	heuristic-bulk: 53.3% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_5216	lemma_5216_sense_8118	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_4475	lemma_4475_sense_6985	medium	heuristic-bulk: 51.9% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_7540	lemma_7540_sense_12309	medium	heuristic-bulk: 50.6% corpus majority; 6 senses in corpus; validated
lexicon.xml#lemma_1637	lemma_1637_sense_2553	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_6733	lemma_6733_sense_10694	medium	heuristic-bulk: 53.9% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_6892	lemma_6892_sense_11033	medium	heuristic-bulk: 52.4% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_7447	lemma_7447_sense_12119	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_607	lemma_607_sense_957	medium	heuristic-bulk: 51.9% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_5628	lemma_5628_sense_8799	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_6981	lemma_6981_sense_11260	medium	heuristic-bulk: 50.7% corpus majority; 8 senses in corpus; validated
lexicon.xml#lemma_3573	lemma_3573_sense_5669	medium	heuristic-bulk: 56.0% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_3913	lemma_3913_sense_6172	medium	heuristic-bulk: 59.0% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_2148	lemma_2148_sense_3340	medium	heuristic-bulk: 55.3% corpus majority; 6 senses in corpus; validated
lexicon.xml#lemma_15846	lemma_15846_sense_26107	medium	heuristic-bulk: 55.6% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_36222	lemma_36222_sense_56473	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_705	lemma_705_sense_1144	medium	heuristic-bulk: 52.9% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_7805	lemma_7805_sense_12794	medium	heuristic-bulk: 55.8% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_19575	lemma_19575_sense_32568	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_4920	lemma_4920_sense_7660	medium	heuristic-bulk: 50.5% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_5050	lemma_5050_sense_7868	medium	heuristic-bulk: 53.8% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_9578	lemma_9578_sense_15532	medium	heuristic-bulk: 54.2% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_6482	lemma_6482_sense_10260	medium	heuristic-bulk: 56.2% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_8572	lemma_8572_sense_23235	medium	heuristic-bulk: 57.1% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_7734	lemma_7734_sense_12676	medium	heuristic-bulk: 56.2% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_7406	lemma_7406_sense_12052	medium	heuristic-bulk: 51.2% corpus majority; 5 senses in corpus; validated
lexicon.xml#lemma_6186	lemma_6186_sense_9760	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_6126	lemma_6126_sense_9659	medium	heuristic-bulk: 58.9% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_3719	lemma_3719_sense_5884	medium	heuristic-bulk: 57.1% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_3035	lemma_3035_sense_4841	medium	heuristic-bulk: 57.1% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_1999	lemma_1999_sense_3082	medium	heuristic-bulk: 57.0% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_7336	lemma_7336_sense_11893	medium	heuristic-bulk: 53.5% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_4218	lemma_4218_sense_6603	medium	heuristic-bulk: 57.1% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_7908	lemma_7908_sense_12967	medium	heuristic-bulk: 51.1% corpus majority; 4 senses in corpus; validated
lexicon.xml#lemma_487	lemma_487_sense_693	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_3020	lemma_3020_sense_4824	medium	heuristic-bulk: 50.0% corpus majority; 2 senses in corpus; validated
lexicon.xml#lemma_4496	lemma_4496_sense_7014	medium	heuristic-bulk: 50.0% corpus majority; 3 senses in corpus; validated
lexicon.xml#lemma_2638	lemma_2638_sense_4246	medium	heuristic-bulk: 59.0% corpus majority; 3 senses in corpus; validated
