lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_5557	lemma_5557_sense_8685	medium	heuristic-bulk: 69.4% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_6144	lemma_6144_sense_9694	medium	heuristic-bulk: 66.7% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_7181	lemma_7181_sense_11641	medium	heuristic-bulk: 68.4% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_2216	lemma_2216_sense_3518	medium	heuristic-bulk: 67.9% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_10524	lemma_10524_sense_16837	medium	heuristic-bulk: 67.6% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_7208	lemma_7208_sense_11680	medium	heuristic-bulk: 68.8% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_431	lemma_431_sense_580	medium	heuristic-bulk: 66.7% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_576	lemma_576_sense_861	medium	heuristic-bulk: 65.2% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_68309	lemma_68309_sense_105705	medium	heuristic-bulk: 66.7% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_7864	lemma_7864_sense_12897	medium	heuristic-bulk: 65.6% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_14756	lemma_14756_sense_3286	medium	heuristic-bulk: 66.7% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_4787	lemma_4787_sense_7401	medium	heuristic-bulk: 65.0% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_10599	lemma_10599_sense_16991	medium	heuristic-bulk: 66.7% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_5021	lemma_5021_sense_7803	medium	heuristic-bulk: 65.5% corpus majority; 2 senses in corpus; validated in candidate_senses
