lemmaRef	resolved_sense	confidence	note
lexicon.xml#lemma_5782	lemma_5782_sense_15036	medium	heuristic-bulk: 62.0% corpus majority; 5 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_4112	lemma_4112_sense_6463	medium	heuristic-bulk: 63.2% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_1655	lemma_1655_sense_2584	medium	heuristic-bulk: 61.5% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_2856	lemma_2856_sense_4585	medium	heuristic-bulk: 61.5% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_3112	lemma_3112_sense_4939	medium	heuristic-bulk: 62.2% corpus majority; 5 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_7735	lemma_7735_sense_12681	medium	heuristic-bulk: 63.4% corpus majority; 4 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_5541	lemma_5541_sense_8644	medium	heuristic-bulk: 61.8% corpus majority; 3 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_1673	lemma_1673_sense_72939	medium	heuristic-bulk: 62.3% corpus majority; 4 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_1498	lemma_1498_sense_2320	medium	heuristic-bulk: 60.0% corpus majority; 5 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_5543	lemma_5543_sense_8654	medium	heuristic-bulk: 62.5% corpus majority; 4 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_2328	lemma_2328_sense_3726	medium	heuristic-bulk: 61.9% corpus majority; 4 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_1389	lemma_1389_sense_2143	medium	heuristic-bulk: 63.6% corpus majority; 2 senses in corpus; validated in candidate_senses
lexicon.xml#lemma_6430	lemma_6430_sense_14588	medium	heuristic-bulk: 62.5% corpus majority; 2 senses in corpus; validated in candidate_senses
