file;xml_id;form;vers;action;review_grund;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_corresp;neu_corresp;typ_neu_gepraegt;verdict_lemma;verdict_pos;confidence;begruendung;kontext
SFL.tei.xml;SFL_890_5;wâren;89;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ê ich der rede nû beginne / sô bite ich in der **wâren** minne / die diz buoch hoeren oder lesen
SFL.tei.xml;SFL_7350_2;wâren;735;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";von der wart er gar enzunt / in der **wâren** minne / ern wolt niht mêre lâzen drinne
SFL.tei.xml;SFL_16150_2;wâren;1615;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ir herze ir sin als ein gluot / in der **wâren** minne bran / swâ sie einander quâmen an
SFL.tei.xml;SFL_19370_4;wâren;1937;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";alsô was ein geist und ein sin / si gehullen in der **wâren** minne / mit werchen ûzen unde inne
SFL.tei.xml;SFL_31910_3;wâren;3191;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";er was einvalt in rîchem sinne / gehôrsam in der **wâren** minne / süezer site und ernesthaft
SFL.tei.xml;SFL_32740_3;wâren;3274;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";daz mînes herzen sinne / wurden ginnert der **wâren** minne / swer mit der wirt reht enzunt
SVW.tei.xml;SVW_1031200_9;wâren;12;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ein spiegelglanz der engelschar / kristes muoter reiniu maget hilf mir der **wâren** minne / lâ mih der lobe geniezzen diu ich hân von dir geseit
TRH.tei.xml;TRH_68580_3;wâren;6858;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";herzen muot und sinne / hin zu der **wâren** minne / die unzurgenclîch immer ist
TRO.tei.xml;TRO_7811_3;wâren;7811;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ir ist ze rehter liebe gâch / und ûf der **wâren** minne pfat / diz wart bewaeret an der stat
TRU.tei.xml;TRU_21500_1;wâren;215;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";unde enphalch si der minne / der **wâren** minne unde ouch der / der manec herze ist in ger
TRU.tei.xml;TRU_25000_3;wâren;250;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";der vüege wie er ir entrinne / und minne die **wâren** minne / diu dâ niemer zergât
TSY.tei.xml;TSY_248_2;wâren;248;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";in dem inren sinne / zuo der **wâren** minne / in mac ouch wol belangen sêre
TSY.tei.xml;TSY_484_3;wâren;484;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ez kumt ouch darzuo dicke / daz in der **wâren** minne stricke / diu sêle unwizzende geliget
TSY.tei.xml;TSY_492_4;wâren;492;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";von der sie sich ein teil verstêt / wie man in der **wâren** minne / mit solher liebe umbegêt
TSY.tei.xml;TSY_2023_2;wâren;2023;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";diu galle treit haz unde nît / swer der **wâren** minne phlît / der hât die güete âne gallen
TSY.tei.xml;TSY_2460_1;wâren;2460;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";daz muoz in dem stricke / der **wâren** minne geschehen / ich hoer des den edeln vogeln jehen
TSY.tei.xml;TSY_2909_3;wâren;2909;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";und funde wir niht drinne / daz sich der **wâren** minne / iht gelîchen mohte
TSY.tei.xml;TSY_2957_2;wâren;2957;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";sô daz herze wirt enzunt / in der **wâren** minne / sô enkunnen niht wol ze sinne
TSY.tei.xml;TSY_3115_2;wâren;3115;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";der hât vil durh uns getân / nâch der **wâren** minne râte / nu sul wir im sîn undertân
TSY.tei.xml;TSY_3350_2;wâren;3350;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ich füere verre deste baz / swer diu **wâren** minne hât / des herze gibt ouch wîsen rât
TSY.tei.xml;TSY_3362_4;wâren;3362;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";alsam ist swer sich daz nem an / daz er ân die **wâren** minne / der êren wolde werden inne
TSY.tei.xml;TSY_3395_3;wâren;3395;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";ûz dem herzen slinden / wil sie der **wâren** minne enphinden / diu ie nâch gotes hulden ranc
WGL.tei.xml;WGL_82670_3;wâren;8267;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";si was gewizzen unde guot / und truoc die **wâren** minne / mit zühticlîchem sinne
WGL.tei.xml;WGL_84090_3;wâren;8409;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";mit herzen und mit sinne / er truoc die **wâren** minne / ir mit ganzer staeticheit
WGL.tei.xml;WGL_90500_2;wâren;9050;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";her gwîgâlois durch sîne zuht / vermeit der **wâren** minne vruht / daz er ir minne niene pflac
WVV.tei.xml;WVV_1111010400_9;wâren;4;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";wie getar ich sô gevreveln under dîme rîse / ich entuon diu rehten werk ich enhân die **wâren** minne / ze mînem ebenkristen hêrre vater noch ze dir
WVV.tei.xml;WVV_1143040700_1;wâren;7;ANNOTATE;;ja;VRB;ADJ;lexicon.xml#lemma_7505;lexicon.xml#lemma_7338;variants.xml#type_273621;variants.xml#type_287014;nein;lemma_7338;ADJ;high;"KZW 2026-08-25 in #367: kasusmarkierter Artikel plus flektiertes waer plus minne; vor dem Zielwort 31x der, 8x die, 1x diu, 0x daz";und giht ez sî ein lüge ich tobe / der **wâren** minne giht si ganzer stætekeit / wie guot si sî wie si iemer wer
