xml_id	resolved_lemma	confidence	note
WZB_109ra_18_3	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_116ra_23_3	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_119va_27_1	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_141ra_22_2	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_148rb_32_1	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_169vb_15_0	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_173ra_25_3	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_192ra_16_2	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_198va_7_1	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_200rb_21_6	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_201vb_9_1	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_210ra_16_1	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_223va_27_5	lemma_5432	high	sein VRB = infinitive of sin (to be): preceded by modal/zu confirms verbal reading, not possessive
WZB_4ra_16_0	lemma_1242	high	"tu PRO = 2sg pronoun du: context ""bozes sal tu nicht essen"" is V2 inversion, tu is subject pronoun"
WZB_1rb_33_0	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_125rb_2_3	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_145va_6_2	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_153va_22_0	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_164vb_11_3	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_168ra_15_3	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_220rb_23_2	lemma_7500	high	werde ADJ = attributive wert (worthy/noble): preceded by article/pronoun before noun, not verbal
WZB_1rb_16_4	lemma_7500	high	"werden ADJ = attributive wert (worthy/noble): ""dem werden getrewen"", ""seiner werden vrowen"", ""der werden heren"""
WZB_1rb_30_2	lemma_7500	high	"werden ADJ = attributive wert (worthy/noble): ""dem werden getrewen"", ""seiner werden vrowen"", ""der werden heren"""
WZB_1va_5_1	lemma_7500	high	"werden ADJ = attributive wert (worthy/noble): ""dem werden getrewen"", ""seiner werden vrowen"", ""der werden heren"""
