file;xml_id;form;vers;action;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_corresp;neu_corresp;verdict_lemma;verdict_pos;confidence;begruendung;kontext
GWTK.tei.xml;GWTK_23210133100_3;jungen;1331;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: 'den jungen balde verdarbtte', Determinativ + Akkusativobjekt ohne Bezugsnomen (balde ist Adverb).;daz er den **jungen** balde
GWTK.tei.xml;GWTK_23210134100_2;rotten;1341;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_372362;lemma_4954;ADJ;high;attributiv vor 'pfeller' ('in ainen rotten pfeller wand' = roter Seidenstoff);"in ainen **rotten** pfeller wand ;"
GWTK.tei.xml;GWTK_24210139900_1;jungen;1399;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;'dem jungen wider varen' ohne Bezugsnomen: substantiviert (dem Jungen widerfahren);dem **jungen** wider varen ,
GWTK.tei.xml;GWTK_24210141100_3;jungen;1411;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Determinativ ohne Bezugsnomen, Akkusativobjekt zu bevelhen: 'der er den jungen bevalch'.;der er den **jungen** bevalch ,
GWTK.tei.xml;GWTK_25110142300_1;jungen;1423;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: 'dem jungen beschach', Dativ mit Determinativ ohne folgendes Bezugsnomen.;dem **jungen** beschach .
GWTK.tei.xml;GWTK_25110143700_4;jungen;1437;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;attributiv vor Bezugsnomen 'tegen';sus zugend sy den **jungen** tegen
GWTK.tei.xml;GWTK_25210148000_1;jungen;1480;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'knaben';den **jungen** knaben tugend san .
GWTK.tei.xml;GWTK_25210148300_5;junger;1483;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'lib': 'din vil junger lib'.;< nun müss din vil **junger** lib , >
GWTK.tei.xml;GWTK_26120150000_1;jungen;1500;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'sun' ('sinen jungen sun so fromen').;sinen **jungen** sun so fromen
GWTK.tei.xml;GWTK_28120162200_1;jungen;1622;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;"substantiviert: Genitiv 'des jungen' ohne Bezugsnomen; 'maister' ist Nominativ-Subjekt von 'kam' (Ribalin, der Meister des Jungen)";des **jungen** maister , ribalin .
GWTK.tei.xml;GWTK_28210163200_2;jungen;1632;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;'zue dem jungen onne hass' ohne Bezugsnomen: substantiviert, Ziel der Bewegung ('er ... gie');zü dem **jungen** onne hass
GWTK.tei.xml;GWTK_29110166600_3;jungen;1666;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Praeposition + Determinativ ohne Bezugsnomen: 'als zü dem jungen sy do sprach'.;als zü dem **jungen** sy do sprach :
GWTK.tei.xml;GWTK_30110172500_0;rott;1725;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Prädikativ/appositiv zu 'horn' aus dem Vorvers: 'dü horn warend ... rott guldin', Farbangabe rotgolden.;**rott** guldin , als man saitt .
GWTK.tei.xml;GWTK_30210176300_2;jungen;1763;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;"substantiviert im possessiven Dativ 'dem edlen jungen sinen mütt'; 'mütt' hat eigenes Determinativ 'sinen', kein Bezugsnomen fuer 'jungen'";dem edlen **jungen** sinen mütt .
GWTK.tei.xml;GWTK_32110182600_1;jungen;1826;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'herren';den **jungen** herren schowen .
GWTK.tei.xml;GWTK_32110182700_4;jungen;1827;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: 'zü dem jungen sprach', kein Bezugsnomen folgt (sprach ist finites Verb).;dü aine zü dem **jungen** sprach :
GWTK.tei.xml;GWTK_32110184300_4;jungen;1843;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man' ('zü dem jungen man').;dü göttin zü dem **jungen** man
GWTK.tei.xml;GWTK_33110190000_3;jungen;1900;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;attributiv vor Bezugsnomen 'barn' ('dich vil rainen jungen barn');dich vil rainen **jungen** barn
GWTK.tei.xml;GWTK_33220191400_6;rott;1914;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Nachgestellt zu 'daz oebs' (das rote Obst, Paradiesapfel-Kontext: 'geparadisatt'), Versende im Reim;ze urkünde so nime daz öbs **rott** !
GWTK.tei.xml;GWTK_34220197100_3;jungen;1971;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv in Adjektivreihe vor 'man': 'von dem vil jungen werden man'.;von dem vil **jungen** werden man .
GWTK.tei.xml;GWTK_34220198900_1;jungen;1989;REVIEW;nein;;;;;;;lemma_3157;NOM;medium;"Wohl substantivierter Genitiv: 'des jungen tugenlichen sitte' = die tugendhafte Art des Jungen; Kontrast zum 'alten hirtt'. Attributive Lesart zu 'sitte' (ein Artikel für die ganze NP) nicht ausgeschlossen.";des **jungen** tugenlichen sitte ,
GWTK.tei.xml;GWTK_35210202100_7;junger;2021;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;"attributiv vor 'man' in der Anrede 'vil junger man'; kein geistlicher Kontext";< got geb üch grüss , vil **junger** man ,
GWTK.tei.xml;GWTK_36110206900_2;junger;2069;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv in der Anrede vor Eigennamen 'paris' ('du vil junger paris');du vil **junger** paris ,
GWTK.tei.xml;GWTK_39210224500_2;jungen;2245;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;"Substantivierter Genitiv: 'umb des jungen schaiden' (um das Scheiden des Jungen); 'schaiden' ist Verbalsubstantiv-Kopf, kein kongruentes Bezugsnomen zu 'des jungen'.";umb des **jungen** schaiden .
GWTK.tei.xml;GWTK_39210225800_5;jungen;2258;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man' ('dem jungen man').;von in zwain ward dem **jungen** man
GWTK.tei.xml;GWTK_40110229600_4;jungen;2296;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;substantiviert: Praeposition + Determinativ 'umb den jungen' ohne folgendes Bezugsnomen;wol sprechen umb den **jungen** !
GWTK.tei.xml;GWTK_40210231000_4;jungen;2310;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv in Praepositionalphrase 'by jungen tagen';die im geschach by **jungen** tagen .
GWTK.tei.xml;GWTK_40210231700_3;jungen;2317;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man': 'gegen dem vil jungen man'.;gegen dem vil **jungen** man .
GWTK.tei.xml;GWTK_41110235500_4;rott;2355;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Farbadjektiv im Blut-/Wundenkontext: 'von ainer tïffen wunden rott', nachgestellt bzw. prädikativ zum toten Ritter (Reim rott:tod).;von ainer tïffen wunden **rott**
GWTK.tei.xml;GWTK_43120244500_1;jungen;2445;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;substantiviert: 'den jungen' Objekt von 'hiess sitzen', danach folgt Praeposition 'uff', kein Bezugsnomen;den **jungen** uff ain leres ross ,
GWTK.tei.xml;GWTK_43210249000_0;rott;2490;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Koordiniert mit 'raine' als nachgestellte Beschreibung des Marmorsteins im Vorvers ('von marmell staine rott und raine');**rott** und raine
GWTK.tei.xml;GWTK_44110250600_1;jungen;2506;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Determinativ ohne Bezugsnomen, Akkusativobjekt: 'den jungen nam sy by der hand'.;den **jungen** nam sy by der hand
GWTK.tei.xml;GWTK_44120251300_3;jungen;2513;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'held' ('den jungen held').;brachte sy den **jungen** held .
GWTK.tei.xml;GWTK_45210258700_1;junger;2587;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;"attributiv vor 'herr' in der Anrede 'junger herr'; kein Discipulus-Kontext";< **junger** herr , es ist ain sölich man
GWTK.tei.xml;GWTK_45210260000_5;junger;2600;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv in der Anrede vor Bezugsnomen 'here' (junger Herr);der wirtt sprach : < **junger** here ,
GWTK.tei.xml;GWTK_46110261700_3;jungen;2617;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man': 'santte den vil jungen man'.;santte den vil **jungen** man .
GWTK.tei.xml;GWTK_46110262500_2;jungen;2625;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'knaben' ('uff den jungen knaben').;uff den **jungen** knaben ward .
GWTK.tei.xml;GWTK_46110262800_3;jungen;2628;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;attributiv vor Bezugsnomen 'knaben' ('dem jungen knaben hail');gib nü dem **jungen** knaben hail ,
GWTK.tei.xml;GWTK_47220271300_4;jungen;2713;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;'fuertt den jungen hin' ohne Bezugsnomen: substantiviertes Objekt;die frow fürtt den **jungen** hin
GWTK.tei.xml;GWTK_47220271700_2;jungen;2717;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Determinativ ohne Bezugsnomen, Dativobjekt: 'ward dem jungen da geton'.;ward dem **jungen** da geton .
GWTK.tei.xml;GWTK_48110273400_4;junger;2734;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'her' in der Anrede ('junger her und werder man'), kein geistlicher Kontext, also nicht lemma_3163.;er sprach : < **junger** her und werder man ,
GWTK.tei.xml;GWTK_52110295700_6;junger;2957;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;attributiv vor 'man' in der Anrede 'junger man';< ich wil daz wagen , **junger** man ,
GWTK.tei.xml;GWTK_52110297900_3;jungen;2979;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Eigennamen 'pariss' ('den jungen pariss');so friste den **jungen** pariss !
GWTK.tei.xml;GWTK_52210298800_3;jungen;2988;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Praeposition + Determinativ ohne Bezugsnomen: 'all umb den jungen, wissend das'.;all umb den **jungen** , wissend das .
GWTK.tei.xml;GWTK_53220306700_3;jungen;3067;REVIEW;nein;;;;;;;lemma_3157;NOM;medium;"Formel 'ende kiesen' (den Tod finden): 'von dem jungen ende koss' = fand durch den Jungen den Tod; 'ende' ist Objekt von 'koss', 'von dem jungen' Urheber-PP ohne Bezugsnomen. Vers elliptisch.";och von dem **jungen** ende koss ,
GWTK.tei.xml;GWTK_54110307500_3;jungen;3075;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;"substantiviert: 'sach den jungen an', Akkusativobjekt ohne Bezugsnomen ('an' ist Verbpartikel); vgl. Folgevers 'kind, vil junger man'";agmennon sach den **jungen** an .
GWTK.tei.xml;GWTK_54110307600_7;junger;3076;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv in der Anrede vor Bezugsnomen 'man' ('vil junger man');er sprach : < kind , vil **junger** man ,
GWTK.tei.xml;GWTK_55210316800_1;rotten;3168;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_4978;;variants.xml#type_17204;lemma_4978;NOM;high;"Plural mit Determinativ im Kampfkontext: 'die rotten er alle durch brach' (Heerscharen durchbrochen; Umfeld: schlüg unde stach, heren oder knechtt).";die **rotten** er alle durch brach :
GWTK.tei.xml;GWTK_56110319300_2;jungen;3193;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: 'ward dem jungen gegeben', Dativ mit Determinativ ohne Bezugsnomen.;ward dem **jungen** gegeben .
GWTK.tei.xml;GWTK_63220366500_5;rott;3665;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;"nachgestellt zu 'vannen' im Reim (rott:gebott): Frauen wie rote Fahnen; Pluralkopula 'weren' + Plural 'vannen' schliesst Singular-Nomen rotte aus";rechtt als es weren vannen **rott** .
GWTK.tei.xml;GWTK_64110369000_3;jungen;3690;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Eigennamen 'pariss' ('den jungen pariss');daz sy den **jungen** pariss
GWTK.tei.xml;GWTK_65110375900_1;jungen;3759;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviert: Determinativ ohne Bezugsnomen, Dativobjekt: 'dem jungen woltey meren prisz'.;dem **jungen** woltey meren prisz ,
GWTK.tei.xml;GWTK_66220386000_3;rott;3860;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_4978;;variants.xml#type_75564;lemma_4978;NOM;high;"Heermusterung Agamemnons: 'waz man lïchter rott funde über alles krïchen' = was man an glänzender Kriegsschar fände; partitiver Genitiv nach 'waz' erzwingt Substantiv, Farb-/Röte-Lesart sinnlos.";waz man lïchter **rott**
GWTK.tei.xml;GWTK_67110388000_2;jungen;3880;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;attributiv vor Bezugsnomen 'jaren' ('kind von jungen jaren');kind von **jungen** jaren ,
GWTK.tei.xml;GWTK_67210389900_2;rott;3899;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Attributiv zu 'sematt': 'ir wappenklaitt rott sematt was' (roter Samt);ir wappenklaitt **rott** sematt was .
GWTK.tei.xml;GWTK_69210401600_2;jungen;4016;REVIEW;nein;;;;;;;lemma_3157;NOM;medium;"Wohl substantiviert: 'die dem jungen erren do verbunden und manheitt', 'erren' hier eher êren (vgl. 'in erren' im Text; 'Herren' erscheint als 'heren'); Lesart 'dem jungen herren' (dann ADJ) nicht ganz ausschliessbar.";die dem **jungen** erren do
GWTK.tei.xml;GWTK_70110406700_3;jungen;4067;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviertes Paar 'altt mit den jungen' (Alte und Junge drängten über den Toten), kein Bezugsnomen.;altt mit den **jungen**
GWTK.tei.xml;GWTK_72120417300_3;jungen;4173;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;"substantiviert: 'mit dem jungen' Dativ mask.; 'ritterschaft' (fem.) ist Akkusativobjekt von 'hetten genomen' und kongruiert nicht mit 'dem jungen'";die mit dem **jungen** ritterschaft
GWTK.tei.xml;GWTK_72210420400_1;junger;4204;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man' ('menig junger man');menig **junger** man da von ward frow .
GWTK.tei.xml;GWTK_73210427200_1;jungen;4272;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'ritter': 'die jungen ritter über all'.;die **jungen** ritter über all
GWTK.tei.xml;GWTK_82210480000_1;rott;4800;REVIEW;nein;;;;;;;lemma_10840;NOM;medium;"Abstraktum im Stoff-/Farbkontext: 'dar under liechtt hermin: du rott gab werlich lïchten' = die Röte (des Gewands) gab Glanz; femininer Artikel 'du' (diu) passt zu roete, nicht zum neutralen 'daz rote'. Schar-Lesart unwahrscheinlich, aber Form apokopiert und mehrdeutig.";du **rott** gab werlich lïchten .
GWTK.tei.xml;GWTK_82210480100_1;jungen;4801;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;attributiv vor Bezugsnomen 'küng' ('dem jungen küng ... über luffend dü ogen');dem **jungen** küng togen
GWTK.tei.xml;GWTK_83210486000_2;rotten;4860;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_4978;;variants.xml#type_17204;lemma_4978;NOM;high;"Instrumentenreihe 'gigen, rotten' im Hofmusik-Kontext ('in suessekaitt erklang'): gemeint ist das Saiteninstrument rotte, das keinem der Kandidaten-Lemmata sicher entspricht; manuell pruefen [Moderations-Pass: Saiteninstrument rotte ist im Lexikon unter lemma_4978 abgedeckt (sense_7735 -> concept_25153000 Instrumentalmusik, ana type_17204 'rotten'); Zuordnung lemma_4978/NOM damit gesichert, auf high gehoben. Shard 3+4 stuften identische Kontexte selbstaendig so ein.]";gigen , **rotten** sunder wank
GWTK.tei.xml;GWTK_84110488900_3;jungen;4889;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;NOM;high;Substantiviertes Antonymenpaar ohne Bezugsnomen: 'altte mitt den jungen zü dem ringe sprungen' (Alte mit den Jungen).;altte mitt den **jungen**
GWTK.tei.xml;GWTK_88110511800_4;rott;5118;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Prädikativ mit werden: 'ir kürsitt von blütte rott wurden' = die Waffenröcke wurden rot vom Blut.;ir kürsitt von blütte **rott**
GWTK.tei.xml;GWTK_91210533100_4;junger;5331;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;attributiv nach Artikel vor Bezugsnomen: 'ain junger man';der jar gar ain **junger** man .
GWTK.tei.xml;GWTK_93110543300_1;jungen;5433;REVIEW;nein;;;;;;;lemma_3157;ADJ;medium;"Attributiv zum substantivierten Kopf 'wol gemuetten' ('den jungen wol gemuetten an'); Kopf-Zuordnung nicht zwingend, jungen koennte selbst Kopf sein";den **jungen** wol gemütten an ,
GWTK.tei.xml;GWTK_97210569600_2;rotten;5696;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_372362;lemma_4954;ADJ;high;Attributiv vor Bezugsnomen 'mund': 'von menigem rotten mund'.;von menigem **rotten** mund .
GWTK.tei.xml;GWTK_98110571700_2;jungen;5717;REVIEW;nein;;;;;;;lemma_3157;ADJ;medium;"Attributiv zum substantivierten 'werden' ('umb den jungen werden' = um den jungen Werten); Kopf der NP ist das zweite, ebenfalls substantivierte Adjektiv, Zuordnung daher nicht zwingend.";umb den **jungen** werden :
GWTK.tei.xml;GWTK_102210600000_1;rotte;6000;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_4978;;variants.xml#type_17203;lemma_4978;NOM;high;Artikel 'ain' + Subjekt: 'ain rotte die ist mir worden bekantt' (herannahende Schar, 'üns kuntt ze trost uff den wegen');ain **rotte** die ist mir worden bekantt , >
GWTK.tei.xml;GWTK_104110607200_4;rotten;6072;ANNOTATE;ja;;NOM;;lexicon.xml#lemma_4978;;variants.xml#type_17204;lemma_4978;NOM;high;"Instrumentenreihe 'gigen, harpffen, rotten' der fahrenden Leute ('der varnde diett'): Saiteninstrument rotte, keinem Kandidaten-Lemma sicher zuzuordnen; manuell pruefen [Moderations-Pass: Saiteninstrument rotte ist im Lexikon unter lemma_4978 abgedeckt (sense_7735 -> concept_25153000 Instrumentalmusik, ana type_17204 'rotten'); Zuordnung lemma_4978/NOM damit gesichert, auf high gehoben. Shard 3+4 stuften identische Kontexte selbstaendig so ein.]";gigen , harpffen , **rotten** an der fartt
GWTK.tei.xml;GWTK_105120614600_3;rott;6146;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Nachgestellt zu 'münde' im Reim: 'clagend alle münde rott' (alle roten Muende klagen).;clagend alle münde **rott**
GWTK.tei.xml;GWTK_105210616000_4;rott;6160;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Farbadjektiv mit Intensivierung 'so rossen rott' (rosenrot), nachgestellt zu 'ir lïchter'.;ir lïchter so rossen **rott**
GWTK.tei.xml;GWTK_108210632700_0;rott;6327;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Farbadjektiv koordiniert mit 'grün' zu 'marmell' ('rott, grün gemischeltt drin', Schachbrett-Vergleich);**rott** , grün gemischeltt drin
GWTK.tei.xml;GWTK_114210667300_1;jungen;6673;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10830;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'held' ('den jungen rilichen held');den **jungen** rilichen held .
GWTK.tei.xml;GWTK_115120670100_4;junger;6701;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_3157;;variants.xml#type_10831;lemma_3157;ADJ;high;Attributiv vor Bezugsnomen 'man' in der Anrede: 'junger man'.;dich mir selber , **junger** man .
GWTK.tei.xml;GWTK_116120676700_5;rott;6767;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;Nachgestellt zu 'ogen' mit Vergleich: 'dü ogen als ainem strusse rott' (Augen rot wie einem Strauß), Monsterbeschreibung.;dü ogen als ainem strusse **rott** .
GWTK.tei.xml;GWTK_116210680200_5;rott;6802;ANNOTATE;ja;;ADJ;;lexicon.xml#lemma_4954;;variants.xml#type_194575;lemma_4954;ADJ;high;nachgestellt zu 'ougen' ('mit den ougen rott'), Reim nott:rott;der grosse mit den ougen **rott**
