file;xml_id;form;action;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_ana;neu_ana;alt_corresp;neu_corresp;verdict;confidence;begruendung;hinweis;kontext
SDT.tei.xml;SDT_605030_0;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konditionale Inversion, Hilfsverb mit Partizip gesûmet;;habe ich gesûmet mich ze spâte ,
FD.tei.xml;FD_146206_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz, Subjekt er, Konjunktiv niht deste minner habe;;daz er niht deste minner habe
PT.tei.xml;PT_124_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip gelesen, Subjekt ich;;daz ich von im gelesen habe
NLB.tei.xml;NLB_4612_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ/Optativ: habe danc mit Genitiv des schuzzes;;< gunther , ritter edele , des schuzzes habe danc . >
NLB.tei.xml;NLB_1082_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb Konjunktiv mit Partizip gesehen;;daz man künec deheinen küener habe gesehen .
FD.tei.xml;FD_32108_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Indirekte Rede: si habe enboten, Hilfsverb;;si habe enboten mir niht wâr
DWR.tei.xml;DWR_1741040_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konzessivsatz, Subjekt er, Objekt swere;;swie groze swere er drumbe habe ,
JT.tei.xml;JT_40224000_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4172;lexicon.xml#lemma_2598_sense_4172;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ/Konjunktiv nach du, Objekt daz;;< du habe daz fur minne , daz da minne sunder haz enzundet .
NLB.tei.xml;NLB_16343_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ: die habe dir, helt;;< die habe dir , helt , ze minnen , daz du mîn friunt sîst .
LZ.tei.xml;LZ_6325_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz ichs ere habe: Subjekt ich, Objekt ere;;sô gerîten daz ichs êre habe .
MEA.tei.xml;MEA_1010305_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;in habe (ich en-habe), Objekt dekeine schulde;;in habe doch gegen ir dekeine
KU.tei.xml;KU_3982_10;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Formel du habe danc: Imperativ/Konjunktiv mit Objekt;;dô sprach diu maget schoene : < friunt , du habe danc . >
DA.tei.xml;DA_2758_0;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ habe stille, koordiniert mit Imperativ erwint;;habe stille und erwint .
FR1.tei.xml;FR1_10009130_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Optativ danc habe sîn lîp, Objekt danc vorangestellt;;danc habe sin lip . swelch wirt , der sich also bewar ,
TKR.tei.xml;TKR_2550380360_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77615;lexicon.xml#lemma_2598_sense_77615;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ habe daz nit vor getichte mit Objekt daz;;doch habe daz nit vor getichte ,
FD.tei.xml;FD_159405_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit enboten, Subjekt unser herre;;sagt in was uns enboten habe
