file;xml_id;form;action;geaendert;alt_pos;neu_pos;alt_lemmaRef;neu_lemmaRef;alt_ana;neu_ana;alt_corresp;neu_corresp;verdict;confidence;begruendung;hinweis;kontext
CR.tei.xml;CR_1522_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip getân, Subjekt ich;;unt vernemen waz ich habe getân
DA.tei.xml;DA_473_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ mit Akkusativobjekt dîn êre;;und habe von im dîn êre .
DA.tei.xml;DA_503_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip geredet, Subjekt ich;;denne ich noch geredet habe . >
DA.tei.xml;DA_842_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb Konjunktiv mit Partizip gesprochen;;"unz er daz habe gesprochen ;"
DA.tei.xml;DA_845_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Subjekt mîn herre, Konjunktiv mit Objekt geselleschaft;;mîn herre habe geselleschaft .
DA.tei.xml;DA_1080_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Subjekt ich, Objekt in: Konjunktiv von haben;;denn ich in mit schanden iemer habe :
DA.tei.xml;DA_1329_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;swaz ich habe: Relativsatz mit Subjekt ich;;swaz ich iendert hûte habe ,
DA.tei.xml;DA_1564_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Relativsatz allez daz ich habe, Vollverb 1. Sg.;;sô gebietet über allez daz ich habe . >
DA.tei.xml;DA_1900_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv-Hilfsverb mit Partizip gesant, Subjekt der leidige tîfel;;in habe der leidige tîfel
DA.tei.xml;DA_2758_0;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Imperativ habe stille, koordiniert mit Imperativ erwint;;habe stille und erwint .
DA.tei.xml;DA_2840_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip vergolten, Subjekt ich;;er sprach : < ich waene ich dir habe
DA.tei.xml;DA_3743_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz, Hilfsverb mit Partizip getân;;< geloubet daz erz getân habe ,
DA.tei.xml;DA_3871_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz, Konjunktiv, Subjekt ez, Objekt sîn gemach;;daz ez tâlanc habe sîn gemach .
DA.tei.xml;DA_4203_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip getân im daz-Satz;;der iu iht leides habe getân ,
DA.tei.xml;DA_4553_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip geliten, Subjekt maniger;;die maniger hie geliten habe ,
DA.tei.xml;DA_5838_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip getân;;daz ichz dur hôchvart habe getân .
DA.tei.xml;DA_5969_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Vollverb mit Subjekt ich, Objekt iuwer hulde, Negation niht;;sôn habe ich iuwer hulde niht ?
DA.tei.xml;DA_7074_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv im swer-Satz, Objekt deheine sinne;;swer deheine sinne habe ,
DA.tei.xml;DA_7130_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Vollverb: Subjekt ich, Akkusativobjekt die kraft;;oder ich die kraft habe
DA.tei.xml;DA_7513_2;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz er habe: Konjunktiv mit Objekt der witze gunst;;daz er habe der witze gunst .
DA.tei.xml;DA_8149_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;daz-Satz, Subjekt ich, Objekt iuwer gunst;;daz ich doch habe iuwer gunst .
DA.tei.xml;DA_8222_3;habe;REVIEW;nein;NOM VRB VEX;NOM VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;medium;"wohl Hilfsverb zu gesehen, dehein pronominal; Habe-Lesung nicht ausgeschlossen";"verbal wahrscheinlich, aber Konfidenz unter high; NOM bleibt vorerst";daz er dehein habe gesehen
DES2.tei.xml;DES2_291281010_8;hawe;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_117159;variants.xml#type_117159;VERBAL;high;Rezept-Imperativ von hauen: Hühner klein hacken;;diß heyssen königs hüner nim iunge gebratenne hüner hawe die an kleyne stücke nym frisch eyer vnd zcu slahe die vnd thu darunter gestossen ingewer vnd ein wenig enyß wol gemenigt geuß das in eynen schönen mörser der heyß sy vnd bestreich da mit die gebraten huner vnd thu sie in den morser vnd thu auch darzcu saffran vnd salcz zcu massen vnd thu den mörser wider zcu dem fewer vnd laß sie backen gleich heyß mit eyn wenig smalczs vnd gib sie gancz hin das heyssen königs hünre
DGE.tei.xml;DGE_10100060_1;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Konjunktiv: er hab alter oder iugent;;er hab alter oder iugent ,
DGM.tei.xml;DGM_320_3;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip getragen, indirekter Fragesatz;;war man si hab getragen ,
DIO.tei.xml;DIO_13832_3;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb: hab ich gesessen, Subjekt ich;;er sprach do hab ich hüt gesessen
DMB.tei.xml;DMB_102100470_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;ern habe: Konjunktiv mit Objekt vorhte;;ern habe doch vorhte darzuo ,
DMB.tei.xml;DMB_102100540_4;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv, Objekt rehte riwe, parallel zu tuo;;und rehte riwe drumbe habe
DML.tei.xml;DML_1990850_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Negation ern plus Partizip genumen: Hilfsverb;;ern habe si ouch an sich genumen .
DNR.tei.xml;DNR_85100340_8;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4169;lexicon.xml#lemma_2598_sense_4169;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv, Subjekt iemen, Objekt ungemach;;< ihn wil niht , daz iemen hie habe
DSU.tei.xml;DSU_440_2;hab;KEEP;nein;VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_77622;lexicon.xml#lemma_2598_sense_77622;variants.xml#type_8729;variants.xml#type_8729;VERBAL;high;Hilfsverb mit Partizip beschlafen, daz-Satz;;das ich hab beschlafen dich . >
DWR.tei.xml;DWR_1741040_5;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konzessivsatz, Subjekt er, Objekt swere;;swie groze swere er drumbe habe ,
EGA.tei.xml;EGA_46100080_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv nach ich waene, Negation ern-, Objekt die namen;;ern habe die namen alle dri .
EGA.tei.xml;EGA_46200080_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;ern habe: Negation, Konjunktiv, Objekt die namen;;ern habe die namen alle dri .
FB.tei.xml;FB_618011_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598_sense_4170;lexicon.xml#lemma_2598_sense_4170;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv indirekte Rede: si habe man, parallel sî;;si habe man oder ein witwe sî
FD.tei.xml;FD_32108_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Indirekte Rede: si habe enboten, Hilfsverb;;si habe enboten mir niht wâr
FD.tei.xml;FD_38902_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Subjekt ich, Hilfsverb zu Partizip vlorn;;ich habe bî vil kurzen tagen
FD.tei.xml;FD_39502_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;indirekte Rede, Hilfsverb mit Partizip erkorn;;er habe ze vrowen iuch erkorn
FD.tei.xml;FD_43408_3;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv indirekte Rede, Hilfsverb mit gesaget;;si giht ich habe gesaget unwâr
FD.tei.xml;FD_43906_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;sît ich in habe: Subjekt- und Objektpronomen davor;;den vinger mîn sît ich in habe
FD.tei.xml;FD_44305_0;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Relativsatz-Konjunktiv: diu kraft habe, kraft ist Objekt;;habe und sult si senden ir
FD.tei.xml;FD_60403_6;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Hilfsverb mit Partizip gegeben, indirekte Frage;;und wizze ich wer ez her habe gegeben
FD.tei.xml;FD_78302_1;habe;STRIP;ja;NOM VRB VEX;VRB VEX;lexicon.xml#lemma_2598;lexicon.xml#lemma_2598;;;variants.xml#type_8730;variants.xml#type_8730;VERBAL;high;Konjunktiv nach giht si, Objekt pfliht;;si habe an iwern êren pfliht
