form	resolved_lemma	confidence	note
egiptischen	lemma_18910	high	ADJ egyptisch (Egyptian, oblique); all contexts "vom dem egiptischen wasser" (from the Egyptian water), "des egiptischen landes" (of the Egyptian land) — ethnic adjective; Bohemian spelling
sethimischem	lemma_16163	high	NOM setim (shittim/acacia wood, adjective form); all contexts "von sethimischem holcze" (from acacia wood) — Tabernacle construction material; Hebrew loanword "shittim"
grunden	lemma_2544	high	NOM grunt (ground/base/socket, plural); all contexts "vil ereinen grunden" (many bronze bases) — Tabernacle socket bases; lemma_12395=gründen (VRB) is different
Hie	lemma_2825	high	ADV hie (here, sentence-initial capitalized); all contexts "Hie hebt sich" (here begins), "Hie vorlegen" (here to present) — deictic locative; same lemma as hie (batch07)
dingen	lemma_1164	high	NOM dinc (things, dative plural); all contexts "gleichen slechten dingen" (in equal plain things), "von habenden dingen" (of possessed things) — dative plural nominal; lemma_1165=dingen (VRB to hire) is different
vorgangen	lemma_6851	high	VRB vergân (passed/elapsed, past participle); all contexts "vorgangen waren siben" (seven had passed), "dicz also vorgangen was" (this had passed) — temporal elapse; Bohemian vor=ver prefix
samens	lemma_5039	high	NOM sâme (seed, genitive); all contexts "vnd deines samens noch dir" (and your seed after you), "flus des samens" (flow of seed) — genealogical/biological genitive
czweier	lemma_7929	high	NUM zwei (two, genitive); all contexts "seiner czweier e" (his two wives), "mitte der czweier cherubin" (between the two cherubim) — Bohemian numeral genitive
seule	lemma_5855	high	NOM sûl (pillar/column); all contexts "ein salcz seule stund ouf" (a pillar of salt stood up, Lot's wife), "in einer seule weisser wolken" (in a pillar of cloud) — same lemma as batch08 seulen
weder	lemma_7434	high	CONJ/ADV weder (neither/nor); all contexts "des nicht weder" (neither of them), "weder gestern noch" (neither yesterday nor) — negation conjunction
heutigen	lemma_54849	high	ADJ hiutec (of today/present-day, oblique); all contexts "ouf den heutigen tag" (on this present day), "ouf disen heutigen tack" — temporal adjective
achsil	lemma_92	high	NOM ahsel (shoulder); all contexts "ouf die achsil vnd gab" (on the shoulder and gave), "von der achsil vnd saczte" — body part; Bohemian spelling
geb	lemma_1961	high	VRB geben (give, 1sg present or subjunctive); all contexts "Den acker geb ich dir" (this field I give you), "so geb her fur" — gift-giving; lemma_32000 is non-canonical variant
gebot	lemma_1971	high	VRB gebieten (commanded, past 3sg); all contexts "gebot seinen knechten" (commanded his servants), "gebot im vnd" (commanded him) — directive past; lemma_1978=gebot (NOM commandment) is different
gnade	lemma_2110	high	NOM gnade (grace/favor); all contexts "das ich gnade vinde in" (that I find grace in), "gnade funden in" — divine/royal favor; lemma_2111=gnaden (VRB) is different
vienk	lemma_6722	high	VRB vâhen (caught/seized, past 3sg vienc); all contexts "hies vnd vienk sie" (commanded and seized them), "do vmbe vienk her" (therefore he seized) — capturing past; Bohemian spelling
grunt	lemma_2544	high	NOM grunt (ground/base/foundation); all contexts "grunt der stat" (ground of the place), "in den grunt" (into the ground) — nominal foundation; lemma_2541=grunde (PRP at the bottom) is different
iener	lemma_3114	high	PRO jener (that one, demonstrative); all contexts "Und iener wirt reden" (and that one will speak), "iener ist gesessen" (that one is seated) — demonstrative pronoun; lemma_3011=ienen (ADV somewhere) is different
erstgepornen	lemma_34610	high	ADJ/NOM erstgeborn (firstborn, oblique); all contexts "an den erstgepornen der meide" (the firstborn of the maiden), "die erstgepornen" — primogeniture; Bohemian spelling
vassen	lemma_6774	high	NOM vaʒ (vessel/implement, plural); all contexts "allen seinen vassen sol haben" (all his vessels), "mit seinen vassen den leuchter" (with its vessels the lampstand) — Tabernacle vessels
genaden	lemma_2110	high	NOM gnade (grace/mercy seat, genitive or dative); all contexts "die genaden tafel" (the mercy table/ark cover), "opfertir der genaden" (sacrificial animal of grace) — same lemma as gnade
Uorvluchet	lemma_7007	high	VRB vervluochen (cursed, past participle); all contexts "amen Uorvluchet sei der" — Deuteronomy curse formula; Bohemian Uor=ver prefix; lemma_7007=vervluochen
lone	lemma_3815	high	NOM lôn (reward/wage, dative); all contexts "ewiclich zu lone" (eternally as reward), "czu lone Des edeln himelriches" — recompense nominal; lemma_3817=lônen (VRB) is different
lere	lemma_63548	high	ADJ lære (empty/void); all contexts "vnnucz̆ vnd lere vnd vinsternusse" (void and empty and darkness, Genesis 1:2), "Nicht erschaine lere in meiner" — cosmic void adjective; lemma_3655=lêre (NOM teaching) is different word
same	lemma_5039	high	NOM sâme (seed, nominative); all contexts "geslechte des same in im" (tribe of seed in him), "Deinem same wil ich" — genealogical seed; lemma_5085=sam (ADV like) is different
bereit	lemma_526	high	ADJ bereit (ready/prepared); all contexts "Ich bin bereit" (I am ready), "vnd sint bereit in dem" — prepared state; lemma_527=bereiten (VRB to prepare) is different
Sein	lemma_5427	high	POS sîn (his/its, capitalized possessive); all contexts "Sein arbeit er vorleuset" (his work he loses), "Sein hausvrowe vnd" (his housewife and) — sentence-initial POSS; same lemma as lowercase sein resolution
