datei,sigle,inhaltstyp,quelle,bytes,zeilen,codierte_zeilen,codebreiten,encoding_gelesen,sha256,dubletten_im_archiv,arbeitskopie_im_repo
erledigt/alte-texte/carl-von-kraus/kvh-1.txt,KVH,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/KVH (1).txt,9718,173,173,19,utf-8-sig,9cd84227282715c070ea6c2b12c96b6382b731a4574c548cdb7b293116116d66,,
erledigt/alte-texte/carl-von-kraus/kvl-1.txt,KVL,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/KVL (1).txt,9322,167,167,19,utf-8-sig,e0217c8a1d8ba348d99827360cd40f49d273b244c6d9cb99bba28e097eab65f4,,
erledigt/alte-texte/carl-von-kraus/lvs-1.txt,LVS,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/LVS (1).txt,9187,155,155,19,utf-8-sig,9ae9b2edde98560ee41885c782f91f65ccab64a0eb683531fa03d0a9f0fea583,,
erledigt/alte-texte/carl-von-kraus/mun-1.txt,MUN,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/MUN (1).txt,4120,73,73,19,utf-8-sig,9f7b60becb85e3b444b4c9211531677ae6288064e5370648647c6da4fa4fc9a9,,
erledigt/alte-texte/carl-von-kraus/mvh-1.txt,MVH,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/MVH (1).txt,7608,137,137,19,utf-8-sig,617784049130a505009ac194213fa81d639bb52076e027f45d3adb91b0ed3400,,
erledigt/alte-texte/carl-von-kraus/niu-1.txt,NIU,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/NIU (1).txt,2827,48,48,19,utf-8-sig,0f5998116ba5eddf4f82ea190861ec75e010edbf62d4c711f3ef9a695e790732,,
erledigt/alte-texte/carl-von-kraus/nml-1.txt,NML,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/NML (1).txt,75081,1459,1459,19,utf-8-sig,7580efcd7a574aa43bcfa41189e6708ab3cffa9da77507bc1a6ab8420fa1e3a3,,
erledigt/alte-texte/carl-von-kraus/obp-1.txt,OBP,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/OBP (1).txt,6975,125,125,19,utf-8-sig,ee3713a8e3c036aa0402e3bea6d67518dfe91ba8ed6588551bc47396a0089ac5,,
erledigt/alte-texte/carl-von-kraus/ovb-1.txt,OVB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/OVB (1).txt,18270,303,303,19,utf-8-sig,3841f523e62a7f0723ea7919cad80cad4730a55343bdf5a2069ff419eb523d7b,,
erledigt/alte-texte/carl-von-kraus/pul-1.txt,PUL,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/PUL (1).txt,7023,126,126,19,utf-8-sig,ec80c17237afd738736771f2ad81ffa8f6688f10c92b64e72afc079e280a678d,,
erledigt/alte-texte/carl-von-kraus/rdj-1.txt,RDJ,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RDJ (1).txt,788,13,13,19,utf-8-sig,6bb6ee2808d361b4f98a6b2cf0e8ef5d7f19820eb5e718fe694ebdaf1af533a7,,
erledigt/alte-texte/carl-von-kraus/rds-1.txt,RDS,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RDS (1).txt,6012,103,103,19,utf-8-sig,2873b163d4217d2c497b3e699a6e30a126b0454572372c55c328752cf56abd35,,
erledigt/alte-texte/carl-von-kraus/rdv-1.txt,RDV,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RDV (1).txt,5807,85,85,19,utf-8-sig,f08add000980f4a34dff25d5d063275961a595d5e0fce8024f025bbf41deb025,,
erledigt/alte-texte/carl-von-kraus/rub-1.txt,RUB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RUB (1).txt,38873,685,685,19,utf-8-sig,70e71cbd1428c999c169c2451248cd8a459126be29b4d69838963d1a9ec61b4e,,
erledigt/alte-texte/carl-von-kraus/rur-1.txt,RUR,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RUR (1).txt,566,11,11,17,utf-8-sig,fbb43c1f3389ecdb49b32e699dacbea2336058949d10eeace3b3440b3210b568,,
erledigt/alte-texte/carl-von-kraus/rvb-1.txt,RVB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RVB (1).txt,18160,275,275,19,utf-8-sig,e2b64d78dc09d5e293400583334d54e42548b2d437b2f3eb2e67b264b4c4edb1,,
erledigt/alte-texte/carl-von-kraus/rvr-1.txt,RVR,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/RVR (1).txt,63785,1105,1105,19,utf-8-sig,012b8cdad467f1daaa4f038cb511ad3a10ceab5916f8cb0de52830ddbf248db1,,
erledigt/alte-texte/carl-von-kraus/sjt-1.txt,SJT,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/SJT (1).txt,9543,158,158,19,utf-8-sig,30748974b7abdb2a8d641026ec7a027a27e08883bbd063fc730bbd5a682121f2,,
erledigt/alte-texte/carl-von-kraus/sta-1.txt,STA,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/STA (1).txt,5771,111,111,19,utf-8-sig,ec5e0c2aa6f7641533f38a42b72a0ba0da3502db10157ae6e96d5b0d11ab583f,,
erledigt/alte-texte/carl-von-kraus/sve-1.txt,SVE,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/SVE(1).txt,12216,205,205,19,utf-8-sig,812fc3a623434eccd0123ad9c9546fcac5a39ae3c8b6cabb327b2b4a085a20fa,,
erledigt/alte-texte/carl-von-kraus/svl-1.txt,SVL,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/SVL (1).txt,11370,218,218,19,utf-8-sig,53ffd06868cef2a86b2c5b68b54417c456fac61cef4188287cdae84bd751ac54,,
erledigt/alte-texte/carl-von-kraus/tus-1.txt,TUS,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/TUS (1).txt,18344,327,327,19,utf-8-sig,25a38f68af6fb851107a681fd9ac1fcd98d9873ea8abeabadd51a746d0aad984,,
erledigt/alte-texte/carl-von-kraus/uvl-1.txt,UVL,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/UVL (1).txt,129635,2385,2385,19,utf-8-sig,ba4c3e185b8c63253a4c2f34d75b389f262ce13c98bdb184657a8418af1fdd36,,
erledigt/alte-texte/carl-von-kraus/uvw-1.txt,UVW,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/UVW (1).txt,93640,1701,1701,19,utf-8-sig,0ac6b544fffd28b3d404b5f160174c829a3b7f1be339d419bbde8064b1244ec3,,
erledigt/alte-texte/carl-von-kraus/uwl-1.txt,UWL,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/UWL (1).txt,37895,567,567,19,utf-8-sig,ebc76fe21e25f7e44992ec53dd196b838ba942ac55c8df43ee82d32126a23ec8,,
erledigt/alte-texte/carl-von-kraus/vbu-1.txt,VBU,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VBU (1).txt,4808,90,90,19,utf-8-sig,d54e18815e7efc9b05d6f128ad8cf68a5a9bbce603590ee648e38422accbd71e,,
erledigt/alte-texte/carl-von-kraus/vdk-1.txt,VDK,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VDK (1).txt,10988,217,217,19,utf-8-sig,0fb81aee16e94b9309439f684cd57595eec6178935da32638125aec3d4cb0497,,
erledigt/alte-texte/carl-von-kraus/vob-1.txt,VOB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VOB (1).txt,9990,181,181,19,utf-8-sig,22d59c2e923c5cb6e1c3fdc6c9c4a9637000e0a4c6a4a3bf30202e962295e203,,
erledigt/alte-texte/carl-von-kraus/vsa-1.txt,VSA,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VSA (1).txt,10054,180,180,19,utf-8-sig,37ff04c4950cfb1c0fef871667a4ebd1c322609672d1b1ecbc4854404400e057,,
erledigt/alte-texte/carl-von-kraus/vsb-1.txt,VSB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VSB (1).txt,4112,81,81,19,utf-8-sig,2b77f98e0b984bbd0858c1e3f72fae76281032c0627a8b1930a473e5e71eda60,,
erledigt/alte-texte/carl-von-kraus/vst-1.txt,VST,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VST (1).txt,3457,64,64,19,utf-8-sig,ba64413966ce063f84931436402c8bbcd05ff48fb5023eec2e9ef25324515fe3,,
erledigt/alte-texte/carl-von-kraus/vsu-1.txt,VSU,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VSU (1).txt,3570,63,63,19,utf-8-sig,3d51e65adc7607913f6ae0c63859d85d53cb5abe3f3059ff18b360f55daa15cf,,
erledigt/alte-texte/carl-von-kraus/vwi-1.txt,VWI,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/VWI (1).txt,4526,77,77,19,utf-8-sig,48fbdfdcede42310506d9cdd7181aefc2a7aa5ed63e77f9452580f839131ea61,,
erledigt/alte-texte/carl-von-kraus/wme-1.txt,WME,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/WME (1).txt,18246,317,317,19,utf-8-sig,aa54082c715cbf22ccae20f99ecf1e39dc6f763f8c640263e928a0b566d0b806,,
erledigt/alte-texte/carl-von-kraus/wvb-1.txt,WVB,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/WVB (1).txt,7130,120,120,19,utf-8-sig,3412fa33a70b4db12138fcc9c509f7f5fc6e1c6dd0054eacd4b17785706fcca8,,
erledigt/alte-texte/carl-von-kraus/wvp-1.txt,WVP,volltext,ERLEDIGT/Alte Texte/Carl von Kraus/WVP (1).txt,14064,246,246,19,utf-8-sig,88b06ee3d3f26feea98d41e3cfa84c77399c1512719da230d5c4544a139f87e1,,
erledigt/alte-texte/crone.txt,,,ERLEDIGT/Alte Texte/Crone.txt,1443281,30077,30077,"18,19",utf-8-sig,639ee786cdcb18b4b3730d885cdd6faddc492dba0b8ad4b3c41756297849c5bd,,
erledigt/alte-texte/crone1.txt,,,ERLEDIGT/Alte Texte/crone1.txt,580461,12303,12303,19,cp1252,85c793bffdbb6ea61297941c246c22232fadeed086eabc41e4295eb7963d167a,,
erledigt/alte-texte/crone2.txt,,,ERLEDIGT/Alte Texte/Crone2.txt,860689,17775,17775,"18,19",utf-8-sig,ba3315fabdd264dcc8f86c8305ee25c15c33b0374a05676a13b391f81d2c889f,,
erledigt/alte-texte/dbw.txt,DBW,volltext,ERLEDIGT/Alte Texte/DBW.txt,7843,137,137,19,utf-8-sig,fe490faf46137d05bd441a845e7b0162d62457f0866ee348b0beee0c4bd9cc0b,,
erledigt/alte-texte/ddl.txt,DDL,volltext,ERLEDIGT/Alte Texte/DDL.txt,12308,244,244,19,utf-8-sig,e74aa4fe3fac4fafc070721b8572c9a74bae69074d735aa0ab7a6c13661a4e2e,,
erledigt/alte-texte/ddm.txt,DDM,volltext,ERLEDIGT/Alte Texte/DDM.txt,20313,404,404,19,utf-8-sig,d33948a97b58f65cda0a305f183bcfc724af46fbccd77f3583514246177c04e9,,
erledigt/alte-texte/dds.txt,DDS,volltext,ERLEDIGT/Alte Texte/DDS.txt,3253,53,52,19,cp1252,70b9e1bfeba050be4ef28dffe17b2686b52b1bedb9b5f9eb91017f0e115e67d7,,
erledigt/alte-texte/dfe.txt,DFE,volltext,ERLEDIGT/Alte Texte/DFE.txt,15039,296,296,19,utf-8-sig,58dd9efd346902f0628012ae32a57d8a5e702e1361fe2cf9477e3ae0e91d7ef6,,
erledigt/alte-texte/dfs.txt,DFS,volltext,ERLEDIGT/Alte Texte/DFS.txt,10690,189,189,19,utf-8-sig,a4bbd12f7b98b8f1b31a16c84fed8f4d363698172b70fb4c2c003721c9954fd4,,
erledigt/alte-texte/dft.txt,DFT,volltext,ERLEDIGT/Alte Texte/DFT.txt,20219,392,392,19,utf-8-sig,a3026951f14865638188871ade2ab66388865c99b724e93c97f34ddeaced6b97,,
erledigt/alte-texte/dga.txt,DGA,volltext,ERLEDIGT/Alte Texte/DGA.txt,2491,41,40,19,cp1252,d70dee36d347c28a89226b1b009670a64ad6dd22f616657f7bc3b8145947f843,,
erledigt/alte-texte/dgm.txt,DGM,volltext,ERLEDIGT/Alte Texte/DGM.txt,2406,46,46,19,utf-8-sig,37352bc4d57f09281347f9ee0a82534d7f743054597b19fad401e101bea24c25,,
erledigt/alte-texte/dgs.txt,DGS,volltext,ERLEDIGT/Alte Texte/DGS.txt,2577,50,50,19,utf-8-sig,f4b051fc097e59ff4f225e69a4d0d55fc9f043423a8f28ef31f5ea53dc1f5335,,
erledigt/alte-texte/dis.txt,DIS,volltext,ERLEDIGT/Alte Texte/DIS.txt,22235,408,408,19,utf-8-sig,fe3046297d674caf66cac5fe86b026fe77ded15a22b9ee53e7bb97bf2ced31d2,,
erledigt/alte-texte/dkn.txt,DKN,volltext,ERLEDIGT/Alte Texte/DKN.txt,3226,60,60,19,utf-8-sig,b0d85af1b451f7a89a35301f7caeb3cf4a2037c6621ff83a423f99106dd7d62c,,
erledigt/alte-texte/dl1.txt,DL1,volltext,ERLEDIGT/Alte Texte/DL1.txt,197106,2943,2943,19,cp1252,4ef2a72819d50cc8295d6a5040c78f63d28c56ae5a764bd0f4fcf31654b51a66,,
erledigt/alte-texte/dlf.txt,DLF,volltext,ERLEDIGT/Alte Texte/DLF.txt,28923,560,560,19,utf-8-sig,9d4ee03f5ca1134e8fde866882e0ed41c3b732013300b1c4d4b496f566487b97,,
erledigt/alte-texte/dmn.txt,DMN,volltext,ERLEDIGT/Alte Texte/DMN.txt,26952,545,545,19,utf-8-sig,a630a8e100d7a7be2fc9f80c3127695b5943ea606150c3bd456db0fba2f9ad78,,
erledigt/alte-texte/dnt.txt,DNT,volltext,ERLEDIGT/Alte Texte/DNT.txt,30773,603,603,19,utf-8-sig,9d2c4582dc49ce69cf23e6e1a3fe353f6b5b152d70874d5a7e906a0d7b80e21f,,
erledigt/alte-texte/dre.txt,DRE,volltext,ERLEDIGT/Alte Texte/DRE.txt,26546,516,516,19,utf-8-sig,6e2e5a54d85d0bf63282f6cdae59091ca74cd8505013f5ddefc03c2a23bbf04f,,
erledigt/alte-texte/dsu.txt,DSU,volltext,ERLEDIGT/Alte Texte/DSU.txt,4650,88,88,19,utf-8-sig,50b64e9bb1e0954272ad05317f820d0be43aa913dfc6c13e3dd3d26dffd54df0,,
erledigt/alte-texte/dsw.txt,DSW,volltext,ERLEDIGT/Alte Texte/DSW.txt,6220,120,120,19,utf-8-sig,4c2478d52945a259417dba81655d47f1d610bf8333a2f7b840f55d6c5d48ca07,,
erledigt/alte-texte/due.txt,DUE,volltext,ERLEDIGT/Alte Texte/DUE.txt,2368,41,40,19,cp1252,02aa11f3f3630facd1dc05ed0cf74d33a664394d0f5172c9eec8e6ab1ad7cccc,,
erledigt/alte-texte/dum.txt,DUM,volltext,ERLEDIGT/Alte Texte/DUM.txt,38735,763,763,19,utf-8-sig,bd371704c4a8e1e95eb81ad7ef4db99358584ddffe87fe36822a44ef98bd9a24,,
erledigt/alte-texte/dur.txt,DUR,volltext,ERLEDIGT/Alte Texte/DUR.txt,10166,175,174,19,cp1252,46c13df2eada4baf05614b9d48de63e7ebfd911b4722d65c7f3b1da688f87a87,,
erledigt/alte-texte/dwa.txt,DWA,volltext,ERLEDIGT/Alte Texte/DWA.txt,31609,646,645,19,cp1252,17199c960391ec2398739151f1efeac3fbe16b26fd27a5be8fd6e0a9fa93d3e8,,
erledigt/alte-texte/dzb.txt,DZB,volltext,ERLEDIGT/Alte Texte/DZB.txt,4289,81,81,19,utf-8-sig,692615e028dea39f5e9f676ad2a0e4d2d353348b382b970005868442357fadce,,
erledigt/alte-texte/ebw.txt,EBW,volltext,ERLEDIGT/Alte Texte/EBW.txt,5975,116,116,19,utf-8-sig,067ec9c20685765d386ce439f3d627d696a4634630ad676f0a561f3e62331aa1,,
erledigt/alte-texte/fgp.txt,FGP,volltext,ERLEDIGT/Alte Texte/FGP.txt,17122,309,309,19,utf-8-sig,0e5866f83a7626f4d3ee682f2b19366dea3f4a37e313b6905c45e80f28df6709,,
erledigt/alte-texte/fue.txt,FUE,volltext,ERLEDIGT/Alte Texte/FUE.txt,3973,74,74,19,utf-8-sig,7cb1489a66062b1a966e4444c0df05b6cc9cad08b53921e89d3d5438139d5120,,
erledigt/alte-texte/fwe.txt,FWE,volltext,ERLEDIGT/Alte Texte/FWE.txt,3777,72,72,19,utf-8-sig,22da65d5dface32f4638c673d9d38ee061d56e679e8be29ce327b971eae447e9,,
erledigt/alte-texte/geg.txt,GEG,volltext,ERLEDIGT/Alte Texte/GEG.txt,4372,77,76,19,cp1252,f335919286ca7d8397e515d810fa8e15951635f5416c5ca575e00951412cfbf5,,
erledigt/alte-texte/gsl.txt,GSL,volltext,ERLEDIGT/Alte Texte/GSL.txt,14601,293,293,19,utf-8-sig,bd5647789e4023d37eb8e3ce4e70e2be51ee12645603999708f8d2a3b4ce44f0,,
erledigt/alte-texte/gvn.txt,GVN,volltext,ERLEDIGT/Alte Texte/GVN.txt,92310,1743,1742,19,cp1252,7f33246d8a25f2db615b2a1fa82883505fccdf032b299e666681a540d1a11f28,,
erledigt/alte-texte/hei.txt,HEI,volltext,ERLEDIGT/Alte Texte/HEI.txt,93163,1903,1903,19,cp1252,a87b47867af95588e03bda175baeb3ba3699e6daeb9d6f5cd4483ba7b5c88c16,,
erledigt/alte-texte/hpf.txt,HPF,volltext,ERLEDIGT/Alte Texte/HPF.txt,3166,60,60,19,utf-8-sig,a68ec91bc135ebc005d61eadf5fa4619b6a5650b6be4e8fe29b5f5d45c46434e,,
erledigt/alte-texte/hug.txt,HUG,volltext,ERLEDIGT/Alte Texte/HUG.txt,286266,5828,5828,19,utf-8-sig,3de58fc48c074e22abbe3756981fc16c9982ac2aa15577fb5d172957b9f993fb,,
erledigt/alte-texte/hug1.txt,,,ERLEDIGT/Alte Texte/HUG1.txt,8222,180,180,19,cp1252,b8973b34c09bdf7d51c43776fdfe7c8d4d80789636c8e44715e293ed713fb537,,
erledigt/alte-texte/jud.txt,JUD,volltext,ERLEDIGT/Alte Texte/JUD.txt,93758,1821,1821,19,utf-8-sig,d2caefddf62111dafa5b9ce4711ddfdcaadc4498e5323c56bcd8fe90974ab64f,,
erledigt/alte-texte/kvm.txt,KVM,volltext,ERLEDIGT/Alte Texte/KVM.txt,128154,1773,1773,19,cp1252,34f5c99dab1a66eb7ee18bfbde3ae530f108a941af634cef548791506a1c0360,,
erledigt/alte-texte/kvm2.txt,KVM,volltext,ERLEDIGT/Alte Texte/KVM2.txt,2168,36,36,19,cp1252,d892e46d8f0a7e1375b79d319b2ddc0f7b1b3f9a444cdb30960bf700c66f462f,,
erledigt/alte-texte/kolner-fechtbuch-1.txt,,,ERLEDIGT/Alte Texte/Kölner fechtbuch[1].txt,25500,338,338,19,utf-8-sig,63188447eca824870d868ed2a3d946a7eb5a0f853afa3b5e876b259ca43deb87,,
erledigt/alte-texte/mlb.txt,MLB,volltext,ERLEDIGT/Alte Texte/MLB.txt,17968,347,347,19,utf-8-sig,331b6980cdc054473d97104a118cea9f474c7aa0f62d9d1cbb001eca86f9ed33,,
erledigt/alte-texte/osw1-doc.txt,,,ERLEDIGT/Alte Texte/OSW1.doc.txt,189948,3564,3564,19,utf-8-sig,8c9b64aa1a64a99888f9ada56b6c4305c50cf6def0c5c7289585c05acb292fea,,
erledigt/alte-texte/ovg.txt,OVG,volltext,ERLEDIGT/Alte Texte/OVG.txt,4558795,98691,98691,19,cp1252,9c0357750a262c67a5eea33bdec2b2c1ea686491f31fc1d9e6d282aaa277463e,,
erledigt/alte-texte/ovg8-insert.txt,OVG,volltext,ERLEDIGT/Alte Texte/OVG8 insert.txt,4440,97,96,19,cp1252,315bfd791b26e2440624318ba5d39047257e2875c13d1c268cbf6cd33ac8d6c9,,
erledigt/alte-texte/pik.txt,PIK,volltext,ERLEDIGT/Alte Texte/PIK.txt,5539,106,106,19,utf-8-sig,19cce4d44c65ecffe292dbebc5e4e8d6adfc3cc3341608604f8e286a3ae4692e,,
